id,title,price,brand,Combined_raiska,Combined_istrizaine,Combined_operacine
1037,Televizorius Hyundai ULX65359GSMART,519.99,Hyundai,4K,164 cm (65 coliai),Android
1038,"Televizorius CHiQ U65G7LX TV 65"", UHD, išmanusis, Android 11, Dolby Vision, be rėmelio",555.99,Chiq,"4K

3840 x 2160",65,
1039,Televizorius LG 65'' UT81 – 4K LED TV,642.24,LG,4K,165 cm (65 coliai),pritaikyta OS
1040,"Televizorius|PANASONIC|65""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|TX-65MZ1500E",2280.63,Panasonic,Full HD,40,Linux
1041,"Kruger & Matz 40"" F HD išmanusis televizorius DVB-T2/S2 H.265 HEVC",195.99,,4K,55,
1042,"Televizorius Philips 4K UHD LED SmartTV 55"" 55PUS7009/12 3840x2160p HDR10+ 3xHDMI 2xUSB LAN WiFi DVB-T/T2/T2-HD/C/S/S2, 20W",373.90,Philips,1920 x 1080,40,VIDAA OS
1043,"Kruger & Matz 40"" FHD išmanusis televizorius DVB-T2/S2 H.265 Hevc",199.99,,4K,"65 65""",Philips Smart TV with improved OS
1044,Televizorius PHILIPS 65PML9008/12,985.99,Philips,3840 x 2160,65,Android
1045,"Allview Qled65ePlay6100-U 65 colių (165 cm) 4K UHD QLED išmanusis Android televizorius su „Google Assistant“ nuotolinio valdymo pultu, sidabro spalvos metaliniu rėmeliu",539.94,,4K,75'',
1046,Televizorius TCL 75 C655 – 4K QLED Google TV,986.55,TCL,1920 x 1080,"43""",
1047,"Televizorius Kruger & Matz 43"" FHD Google TV DVB-T2/T/C H.265 HEVC TV",239.99,Kruger & Matz,1920 x 1080,"43""",Android
1048,"Televizorius|TOSHIBA|43""|4K/Smart|1920x1080|Belaidis LAN|Bluetooth|Android TV|Juodas|43LA2363DG",299.99,Toshiba,4K,50,
1049,Philips 4K Ultra HD LED televizorius | 50PUS7009/12 | 50 | Smart TV | TITANAS | Juodas,369.99,Philips,Full HD,"43""",VIDAA OS
1050,Toshiba LED televizorius 43 colių 43LV2E63DG,269.31,Toshiba,4K,43,
1051,"Philips 4K UHD LED 43 colių išmanusis televizorius 43PUS8319/12 3 pusių Ambilight 3840x2160p HDR10+ 3xHDMI 2xUSB LAN WiFi, DVB-T/T2/T2-HD/C/S/S2, 20W",359.49,Philips,3840 x 2160,"50""",
1052,"Televizorius|PHILIPS|50""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Titan OS|50PUS8079/12",479.99,Philips,"3840 x 2160

4K","65""",VIDAA OS
1053,Televizorius Hisense 65U6NQ,669.90,Hisense,"4K

3840 x 2160","50""",
1054,Philips Televizorius LED 50 cali 50PUS8009/12,478.90,Philips,4K,55,Android
1055,TELEFUNKEN 55UAG8030 4K Android televizorius,398.90,Telefunken,"3840 x 2160

4K","43 43"" 40 - 43",webOS WebOS
1056,Televizorius LG 43UT81003LA 4K UHD,340.12,LG,HD Ready,32,
1057,"Televizorius TV CHiQ 32"" L32G7B LED HD GOOGLE TV",256.49,Chiq,"4K

3840 x 2160",50,
1058,"Televizorius LG 50UT80006LA 127cm 50"" 4K LED Smart TV Fernseher",455.99,LG,4K,75,
1059,"Televizorius Hisense Germany Hisense 75E77NQ 190cm 75"" 4K QLED Smart TV Fernseher",905.99,Hisense Germany,,,
1060,"Panasonic TV-65W90AE7 164cm 65"" 4K Full Array LED 144 Hz Smart TV televizorius",1385.99,Panasonic,,14,
1061,"Televizorius Xoro PTL 1450 V2, 14"" (35,5cm), Tragbarer Fernseher",269.99,Xoro,"4K

3840 x 2160",55,
1062,"Televizorius Philips 55PUS8909 139cm 55"" 4K LED 120 Hz Ambilight The One Smart TV Fernseher",985.99,Philips,,,
1063,Televizorius KIVI 32H730QB,169.99,Kivi,,,
1064,"Televizorius Panasonic TV-55W93AE7 139cm 55"" 4K Full-Array-LED 144 Hz Smart TV Fernseher",1179.99,Panasonic,,,
1065,Televizorius Philips 55OLED708,1039.99,Philips,,65,
1066,Samsung televizorius Samsung televizorius QE65QN92DATXXH,2329.99,Samsung,"4K

3840 x 2160",,
1067,"Televizorius Panasonic TV-65W95AEG 164cm 65"" 4K MiniLED 144 Hz Smart TV Fernseher",1809.99,Panasonic,4K,65,
1068,Televizorius Philips 65PUS7009/12 LED 65'' 4K Ultra HD Titan OS,819.99,Philips,4K,,
1069,Hisense Germany MEDION® LIFE® X15517 (MD 31642) Ultra HD LCD išmanusis televizorius,399.99,Hisense Germany,,,
1070,Televizorius Hyundai HLM24T305SMART,137.99,Hyundai,,,
1071,"Televizorius Kivi 32"", Juodas, HD, Android TV 11, Juodas, 1366x768, 60 Hz, AV1, Sound 2x8W, 26 kWh/1000h, Energy E, WiFi5G, BT5.1, 3xHDMI, 2xUSB, Mėlyna Remote, 24 months",149.99,Kivi,"4K

3840 x 2160",75,
1072,"Televizorius Samsung GU75CU8579U 189cm 75"" 4K LED Smart TV Fernseher",1019.99,Samsung,"4K

3840 x 2160",77,
1073,"Televizorius LG OLED77B49LA 195cm 77"" 4K OLED UHD 120 Hz Smart TV Fernseher",2489.99,LG,,75,
1074,Samsung televizorius Samsung televizorius QE75QN92DATXXH,2825.99,Samsung,"4K

3840 x 2160",,
1075,"Televizorius Panasonic TV-50W90AEG 126cm 39"" 4K Full-Array-LED 144 Hz Smart TV Fernseher",1149.99,Panasonic,4K,75 75,webOS
1076,Televizorius LG 75UR78003LK LED 75'' 4K Ultra HD WebOS 23,959.99,LG,"4K

3840 x 2160",,
1077,"Televizorius Panasonic TV-55W90AEG 139cm 55"" 4K Full-Array-LED 144 Hz Smart TV Fernseher",1259.99,Panasonic,"4K
3840 x 2160",,
1078,Televizorius CHiQ U43QM8G QLED 43'' 4K Ultra HD Google TV,289.99,Chiq,,,
1079,"Panasonic TV-65W93AE7 164cm 65"" 4K Full Array LED 144Hz Smart TV televizorius",1409.99,Panasonic,,43,
1080,Samsung televizorius Samsung televizorius QE43QN92DATXXH,1029.99,Samsung,HD Ready,32,
1081,TV 32’ LIN 32LHD1810 Slim HD Ready DVB-T2,131.99,LIN,4K,43,
1082,"UD 43U6210 43"" D-LED TV 4K",248.64,UD,4K,98,
1083,"Televizorius Samsung GQ98Q80C 247cm 98"" 4K LED 120 Hz Smart TV Fernseher",5899.99,Samsung,"4K

3840 x 2160",43,
1084,"Televizorius Philips 43PUS8909 108cm 43"" 4K LED 120 Hz Ambilight The One Smart TV Fernseher",795.99,Philips,Full HD,22,
1085,"Televizorius Xoro HTC 2249, 22,5"" (54,6cm) FUllHD Fernseher, DVD",245.99,Xoro,HD Ready,18,
1086,"Televizorius Xoro HTC 1949 V2, 18,5"" (47cm) HD Fernseher, DVD",229.99,Xoro,"4K

3840 x 2160",,
1087,"Televizorius Elit TV ELIT TV QLED 43"" Q-4322UHDTS2 SMART",419.99,Elit Tv,"4K

3840 x 2160",,
1088,"Televizorius Elit TV ELIT TV QLED 50"" Q-5022UHDTS2 SMART",449.99,Elit Tv,,,
1089,Televizorius TCL 85P745,1169.99,TCL,"3840 x 2160

4K",,
1090,"Televizorius Hisense Smart TV Hisense 50A7NQ 4K Ultra HD 50"" QLED",525.99,Hisense,,,
1091,"Samsung UE85DU7192U TV 2.16 m (85"") 4K Ultra HD Smart TV Wi-Fi Juodas",1239.99,Samsung,4K,100,
1092,Hisense Germany „Hisense“ lazerinis televizorius 100L5HD 100 colių rašalu. Minkštas dienos šviesos skydelis 4K,1969.99,Hisense Germany,"4K

3840 x 2160",,
1093,Sony BRAVIA 7 K-65XR70 QLED (XR l Mini LED) 4K HDR išmanusis televizorius,1905.99,Sony,,,
1094,"Televizorius LG 43UM662H4LC 43"" SMART HOTEL UHD TV DVB-T2/C/S2 WIFI AIRSERVER",620.92,LG,4K,43,
1095,Televizorius Philips TV 43PUS7609 12 LED 4K (43PUS7609/12),345.99,Philips,4K,55,Android
