id,price,brand,brandI,Amortizatoriai galiniai:,Balnelis:,Diskiniai stabdžiai:,Dviračių tipai:,Galinis permetėjas:,Kategorija:,Licencijos (filmukų herojai):,Padangos:,Pakuotė:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pardavėjas:,Pavarų perjungimo rankenėlė:,Pavarų skaičius:,Pedalai:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinis permetėjas:,Ratlankiai:,Ratų skersmuo:,Rekomend. amžius nuo:,Rekomenduojamas ūgis:,Rėmas:,Rėmo dydis:,Rūšis:,Skirta:,Stabdžių sistema:,Svoris:,Visos šio ženklo prekės:,Šakė:
547,238.99,Toimsa,"Dviratukas vaikams Toimsa Superthings, 16""",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,6 x 0,68 x 0,5 m, 10 kg",,KATARATA,Nenurodyta,1,,47293967,1 vnt.,Toimsa,Nenurodyta,Nenurodyta,"16 """,,113-140 cm,Nenurodyta,10 cm,"Toimsa, vaikiški dviračiai",Universalus,V-Brake,- kg,Visos Toimsa prekės,Kieta
548,274.86,Kellys,"Vaikiškas dviratis Kellys Emma, 16"", mėlynas/žalias",Nėra,kls Emma,Ne,Vaikiški,Nėra,Dviračiai,,16x1.75,90x25x50 cm,"0,9 x 0,25 x 0,5 m, 10 kg",,"EasyShop, 					            Minced",Nėra,1,"Kids, Plastikiniai",48799859,1 vnt.,Kellys,Nėra,"16"" aliumininiai","16 """,,100-110 cm,Aliuminis,9.5 cm,"Kellys, vaikiški dviračiai",Mergaitėms,"Priekiniai – V-tipo, galiniai – pedalų",9 kg,Visos Kellys prekės,Kieta
549,268.68,Batman,"Dviratis Batman 16"", juodas",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,95 x 0,45 x 0,7 m, 11 kg",,"Kouket, 					            KATARATA",Nenurodyta,1,,50082999,1 vnt.,Batman,Nenurodyta,16,"16 """,,98-110 cm,Aliuminis,16 cm,"Batman, vaikiški dviračiai",Berniukams,Nenurodyta,11 kg,Visos Batman prekės,Nenurodyta
550,220.16,Volare,"Dviratis mergaitei Volare Melody 16'' 26 cm, kreminis",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,42 x 0,52 x 0,68 m, 12 kg",,Kouket,Nenurodyta,1,,53197709,1 vnt.,Volare,Nenurodyta,Aliuminiai,"16 """,,104-116 cm,Plieninis,10 cm,"Volare, vaikiški dviračiai",Mergaitėms,Nenurodyta,11.5 kg,Visos Volare prekės,Nenurodyta
551,205.99,Disney,"Vaikiškas dviratis Disney Princess, 14”, rožinis",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,42 x 0,52 x 0,68 m, 10 kg",,"Kouket, 					            KATARATA",Nenurodyta,1,,53197729,1 vnt.,Disney,Nenurodyta,Plieniniai,"14 """,3 m.,98-110 cm,Plieninis,10 cm,"Disney, vaikiški dviračiai",Mergaitėms,Galiniai pedalų stabdžiai,10 kg,Visos Disney prekės,Kieta
552,248.0,Bottari,"Hibridinis dviratis Bottari Venezia 28"", juodas",Nėra,Yra,Ne,Hibridiniai,SHIMANO TY21,Dviračiai,,700x35c,150 x 20 x 80 cm,"1,5 x 0,45 x 0,8 m, 20 kg","1,3 x 0,45 x 0,7 m, 19 kg",Pigu.lt,Revo 7x3 saiguan,21,Plastikiniai,53526174,2 vnt.,Bottari,Nenurodyta,Aliumininiai,"28 """,,170-180 cm,Aliuminis,19 cm,"Bottari, hibridiniai dviračiai","Moterims, 					            Universalus, 					            Vyrams",V-tipo,20 kg,Visos Bottari prekės,Amortizuojanti
553,419.95,Mafia,"Mafia Kush 2+ 20"" BMX Freestyle dviratis, auksinis/juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,35 x 0,62 x 0,69 m, 11,79 kg",,BE SECURE BALTICS UAB,Nenurodyta,Nenurodyta,,53568068,1 vnt.,Mafia,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Mafia, bmx dviračiai",Universalus,U-tipo,11.7 kg,Visos Mafia prekės,Nenurodyta
554,399.95,Mafia,"Mafia Kush 2+ 20"" BMX Freestyle dviratis, Hulk green",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,35 x 0,62 x 0,69 m, 11,79 kg",,BE SECURE BALTICS UAB,Nenurodyta,Nenurodyta,,53569473,1 vnt.,Mafia,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Mafia, bmx dviračiai",Mergaitėms,U-tipo,11.7 kg,Visos Mafia prekės,Nenurodyta
555,659.95,Wethepeople,"Wethepeople CRS 18"" 2021 BMX Freestyle dviratis, Galactic Purple",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,3 x 0,6 x 0,69 m, 10,92 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53605198,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"18 """,,160-185 cm,Plieninis,18 cm,"Wethepeople, bmx dviračiai","Berniukams, 					            Mergaitėms",U-tipo,10.9 kg,Visos Wethepeople prekės,Nenurodyta
556,449.95,Radio,"Radio Revo 18"" 2021 BMX Freestyle dviratis, juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,2 x 0,55 x 0,21 m, 11 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53605513,1 vnt.,Radio,Nenurodyta,Nėra duomenų,"18 """,,"132-160 cm, 					            150-165 cm, 					            165-185 cm",Plieninis,18 cm,"Radio, bmx dviračiai","Berniukams, 					            Mergaitėms",U-tipo,11 kg,Visos Radio prekės,Nenurodyta
557,459.95,Radio,"Radio Dice 16"" 2021 BMX Freestyle dviratis, Candy Red",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,18 x 0,45 x 0,89 m, 8,46 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53673738,1 vnt.,Radio,Nenurodyta,Nenurodyta,"16 """,,"132-160 cm, 					            160-170 cm",Aliuminis,16 cm,"Radio, bmx dviračiai",Universalus,U-tipo,8.48 kg,Visos Radio prekės,Nenurodyta
558,509.95,Radio,"BMX dviratis Radio Evol 20"" 2021, juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,2 x 0,55 x 0,7 m, 12,25 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53702658,1 vnt.,Radio,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,8 cm,"Radio, bmx dviračiai",Universalus,U-tipo,12.2 kg,Visos Radio prekės,Nenurodyta
559,679.95,Wethepeople,"Wethepeople Arcade 20"" 2021 BMX Freestyle dviratis Matt Black",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,55 x 0,7 m, 12,56 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53702753,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,8 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,12.5 kg,Visos Wethepeople prekės,Nenurodyta
560,659.95,Wethepeople,"Wethepeople CRS 20"" FC 2021 BMX Freestyle dviratis, Matt Black",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,19 x 0,55 x 0,7 m, 12,31 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53704888,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm, 					            190-200 cm",Plieninis,8 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,12.3 kg,Visos Wethepeople prekės,Nenurodyta
561,579.95,Wethepeople,"Wethepeople CRS 20"" FC 2021 BMX Freestyle dviratis, Translucent Berry Blast",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,19 x 0,55 x 0,7 m, 12,31 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53704958,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm, 					            190-200 cm",Plieninis,8 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,12.3 kg,Visos Wethepeople prekės,Nenurodyta
562,499.95,Devision,"Division Fortiz 20"" 2021 BMX Freestyle dviratis, Crackle Silver",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,2 x 0,55 x 0,7 m, 13 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53706688,1 vnt.,Devision,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,20 cm,"Devision, bmx dviračiai",Universalus,U-tipo,13 kg,Visos Devision prekės,Nenurodyta
563,697.95,Wethepeople,"Wethepeople CRS 18"" FS 2021 BMX Freestyle dviratis, Metallic Soda Green",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,1 x 0,55 x 0,9 m, 11 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53706738,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"18 """,,113-140 cm,Plieninis,18 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,11 kg,Visos Wethepeople prekės,Nenurodyta
564,599.95,Tall Order,"Tall Order Pro 20'' 2022 BMX Freestyle dviratis, Gloss Black",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,55 x 0,7 m, 12,1 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53727433,1 vnt.,Tall Order,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Tall Order, bmx dviračiai",Universalus,U-tipo,12.1 kg,Visos Tall Order prekės,Nenurodyta
565,739.95,Tall Order,"Tall Order Pro Park 20'' 2022 BMX Freestyle, Gloss Black",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,55 x 0,7 m, 12,04 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53729723,1 vnt.,Tall Order,Nenurodyta,Nenurodyta,"20 """,,113-140 cm,Plieninis,8 cm,"Tall Order, bmx dviračiai",Universalus,U-tipo,12 kg,Visos Tall Order prekės,Nenurodyta
566,549.95,Colony,"Colony Horizon 18"" 2021 BMX Freestyle dviratis, Gloss Black/Polished",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,1 x 0,55 x 0,87 m, 9,8 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53731233,1 vnt.,Colony,Nenurodyta,Nenurodyta,"18 """,,"160-170 cm, 					            170-180 cm",Aliuminis,18 cm,"Colony, bmx dviračiai","Berniukams, 					            Mergaitėms",V-tipo,9.8 kg,Visos Colony prekės,Nenurodyta
567,839.95,Wethepeople,"Wethepeople Versus 20"" 2021 BMX Freestyle dviratis, Hologram Silver",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,25 x 0,55 x 0,7 m, 12,15 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53756353,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,8 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,12.1 kg,Visos Wethepeople prekės,Nenurodyta
568,389.95,Radio,"Radio Revo 14"" 2021 BMX Freestyle, juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,12 x 0,55 x 0,89 m, 8,82 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53756578,1 vnt.,Radio,Nenurodyta,Nenurodyta,"14 """,,132-160 cm,Plieninis,14 cm,"Radio, bmx dviračiai",Universalus,V-tipo,8.8 kg,Visos Radio prekės,Nenurodyta
569,1079.95,Colony,"Colony Sweet Tooth Freecoaster 20"" 2021 BMX Freestyle dviratis, Gloss White",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,26 x 0,55 x 0,7 m, 11,2 kg",,"freeride LV, 					            BE SECURE BALTICS UAB",Nenurodyta,1,,53760088,1 vnt.,Colony,Nenurodyta,Nenurodyta,"20 """,,"160-170 cm, 					            170-180 cm",Plieninis,8 cm,"Colony, bmx dviračiai",Universalus,U-tipo,11.2 kg,Visos Colony prekės,Nenurodyta
570,919.95,Wethepeople,"Wethepeople Audio 22"" 2021 BMX Freestyle dviratis, raudonas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,3 x 0,55 x 0,7 m, 12,03 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53761668,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"22 """,,"180-190 cm, 					            190-200 cm",Plieninis,8 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,12 kg,Visos Wethepeople prekės,Nenurodyta
571,579.95,Stolen,"Stolen Overlord 20'' 2022 BMX Freestyle dviratis, Black Sabbath",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,25 x 0,55 x 0,7 m, 11,57 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53762488,1 vnt.,Stolen,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Stolen, bmx dviračiai",Universalus,U-tipo,11.5 kg,Visos Stolen prekės,Nenurodyta
572,499.95,Academy,"Academy Inspire 16"" 2021 BMX Freestyle dviratis, sidabrinis/juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,55 x 0,9 m, 10,1 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53763398,1 vnt.,Academy,Nenurodyta,Nenurodyta,"16 """,,113-140 cm,Plieninis,16 cm,"Academy, bmx dviračiai",Universalus,U-tipo,10 kg,Visos Academy prekės,Nenurodyta
573,197.78,,"Dviratukas vaikams Huffy Cars 14"" Bike, raudonas",Nenurodyta,,Ne,Vaikiški,Nenurodyta,Dviračiai,Žaibas Makvynas (Cars),,,"1,6 x 0,52 x 0,5 m, 10 kg",,Digizone,Nenurodyta,Nenurodyta,,54037059,1 vnt.,Nenurodyta,Nenurodyta,Lydinys,"14 """,4 m.,85-100 cm,Plieninis,14 cm,"Nenurodyta, vaikiški dviračiai",Berniukams,Nenurodyta,10 kg,Visos Nenurodyta prekės,Kieta
574,188.0,Drag,"Dviratukas vaikams Drag Rush, 14”, mėlynas/žalias",Nenurodyta,Drag Kid Fit 5091,,Vaikiški,Nenurodyta,Dviračiai,,Kenda 14x2.125 K-50,,"1,8 x 0,55 x 0,7 m, 10 kg",,Velostreet,Nenurodyta,Nenurodyta,,54513229,1 vnt.,Drag,Nenurodyta,Nenurodyta,"14 """,,113-140 cm,Plieninis,10 cm,"Drag, vaikiški dviračiai",Berniukams,V-Brake,8.8 kg,Visos Drag prekės,Plienas
575,269.0,Drag,"Dviratukas vaikams Drag Little Grace, 20”, violetinis",Nenurodyta,Drag KidFit,,Vaikiški,Shimano TY 21,Dviračiai,,Kenda 20x2.00,,"1,8 x 0,55 x 0,7 m, 10 kg",,Velostreet,Nenurodyta,6,FP-651,54513234,1 vnt.,Drag,Nenurodyta,Nenurodyta,"20 """,,113-140 cm,Nenurodyta,10 cm,"Drag, vaikiški dviračiai",Mergaitėms,V-Brake,- kg,Visos Drag prekės,Rigid ligthweigth A6+ Alloy
576,169.46,,"Vaikiškas dviratukas Huffy So Sweet 12"", violetinis/oranžinis",Nenurodyta,,Ne,Vaikiški,Nenurodyta,Dviračiai,,,,"0,89 x 0,55 x 0,5 m, 10 kg",,Pro Baltic,Nenurodyta,Nenurodyta,,54525244,1 vnt.,Nenurodyta,Nenurodyta,Nenurodyta,"12 """,3 m.,113-140 cm,Plieninis,11 cm,"Nenurodyta, vaikiški dviračiai",Mergaitėms,Calliper,10 kg,Visos Nenurodyta prekės,Kieta
577,278.0,Coppi,Kalnų dviratis Coppi Hopper 29 MTB,Nenurodyta,,,Kalnų,Shimano TY-300,Dviračiai,,29x2.10,,"1,42 x 0,52 x 0,68 m, 18 kg",,Lytagra,Shimano Stef-41,21,,54809538,1 vnt.,Coppi,Nenurodyta,Aliumininiai,"29 """,,170-180 cm,Aliuminis,17 cm,"Coppi, kalnų dviračiai",Vyrams,Diskiniai mechaniniai,16 kg,Visos Coppi prekės,Amortizuojanti
578,227.13,L.O.L. Surprise!,"Vaikiškas dviratis L.O.L. Surprise 16” 2021, rožinis",Nėra,,,Vaikiški,Nėra,Dviračiai,LOL,,,"0,9 x 0,5 x 0,4 m, 5 kg",,"KATARATA, 					            Minced",Nėra,1,,55043354,1 vnt.,L.O.L. Surprise!,Nėra,Plieniniai,"16 """,5 m.,100-120 cm,Plieninis,10 cm,"L.O.L. Surprise!, vaikiški dviračiai",Mergaitėms,V formos stabdžiai,9 kg,Visos L.O.L. Surprise! prekės,Plienas
579,399.0,Drag,"Dviratis Drag Grand Canyon, 17"", juodas",Nenurodyta,COX StrikePro,,Miesto,SHIMANO,Dviračiai,,"Vee Tire 28×1.5, Zilent Multiple Purpose Compound, 27TPI",,"1,6 x 0,52 x 0,5 m, 10 kg",,Velostreet,Shimano Tourney,7,"Nylon Platform, 9/16”",55272454,1 vnt.,Drag,Nenurodyta,Nenurodyta,"28 """,,100-105 cm,Aliuminis,17 cm,"Drag, miesto dviračiai",Universalus,V-Brake,15.85 kg,Visos Drag prekės,"SR Suntour 700C CR 8V, Alloy, Coil"
580,399.99,Tabou,Miesto dviratis Tabou Kinetc 1.0 28'' ratas. balta ružava,Yra,27.2x300 mm,Ne,Trekking,SHIMANO TOURNEY RD TZ500,Dviračiai,,28,138 x 73 x 21 cm,"1,38 x 0,55 x 0,88 m, 21 kg",,Velomarket OÜ,Shimano Tourney ST-EF41,18,City plastic pedals,55302533,1 vnt.,Tabou,Nenurodyta,20,"19 "", 					            28 """,,175-185 cm,Aliuminis,17 cm,"Tabou, trekking dviračiai",Moterims,V-tipo,16.6 kg,Visos Tabou prekės,Amortizuojanti
581,44.98,,"Vaikiškas dviratukas su papildomais ratukais, Mėlynos spalvos",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,19 x 0,69 x 0,4 m, 5 kg",,Urmo Kaina,Nenurodyta,Nenurodyta,,55419734,1 vnt.,Nenurodyta,Nenurodyta,Nenurodyta,"10 """,,100-105 cm,Nenurodyta,10 cm,"Nenurodyta, vaikiški dviračiai",Universalus,Nenurodyta,- kg,Visos Nenurodyta prekės,Nenurodyta
582,91.61,Toimsa,"Vaikiškas dviratis Toimsa Bicicleta 12"", pilkas",Nėra,,,Vaikiški,Nėra,Dviračiai,,,,"1,6 x 0,52 x 0,6 m, 10 kg",,"Pigu.lt, 					            PowerSPORT",Nėra,1,,55879259,1 vnt.,Toimsa,Nėra,Nenurodyta,"12 """,,85-100 cm,Aliuminis,12 cm,"Toimsa, vaikiški dviračiai",Berniukams,V-Brake,8 kg,Visos Toimsa prekės,Aliuminis
583,819.43,Merida,"Dviratis Merida Crossway 20, juodas",Nenurodyta,MERIDA Cross Sport,Taip,Trekking,Shimano RD-M360,Dviračiai,,Merida K1171,,"1,5 x 0,55 x 0,7 m, 15 kg",,"Pro Baltic, 					            Xmarket, 					            Minced",Shimano ST-EF505,24,VP VPE-891,56180669,1 vnt.,Merida,Nenurodyta,"Merida CC, 17 mm","28 """,,"150-165 cm, 					            170-180 cm, 					            175-180 cm, 					            180-190 cm, 					            190-200 cm",Aliuminis,18 cm,"Merida, trekking dviračiai","Moterims, 					            Vyrams",Shimano ST-EF505,14 kg,Visos Merida prekės,SR Suntour NEX HLO
584,699.0,Ghost,Dviratis Ghost Square Cross Base AL L,Nenurodyta,,,"Hibridiniai, 					            Kalnų, 					            Miesto",Shimano Alivio,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,SHIMANO,Nenurodyta,,56514329,1 vnt.,Ghost,Nenurodyta,Rodi,"28 """,,180-190 cm,Aliuminis,20 cm,"Ghost, hibridiniai dviračiai,                                                                                             Ghost, kalnų dviračiai,                                                                                             Ghost, miesto dviračiai",Vyrams,Nenurodyta,- kg,Visos Ghost prekės,Nenurodyta
585,249.0,ROMET,"Dviratis Romet Wagant 28"" 2022 black-gold-21"" / L",Nenurodyta,,,Miesto,SHIMANO,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,SHIMANO,21,,56565749,1 vnt.,Romet,Nenurodyta,Nenurodyta,"26 """,,165-185 cm,Aliuminis,21 cm,"Romet, miesto dviračiai",Vyrams,V-Brake,16.9 kg,Visos ROMET prekės,Nenurodyta
586,399.0,FIXIE Inc.,Dviratis Fixie 6KU Tahoe,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449343,1 vnt.,FIXIE Inc.,Nenurodyta,-,"28 """,,165-195 cm,Aliuminis,20 cm,"FIXIE Inc., miesto dviračiai",Vyrams,Nenurodyta,- kg,Visos FIXIE Inc. prekės,Nenurodyta
587,399.0,FIXIE Inc.,Dviratis Fixie 6KU Tahoe S,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449358,1 vnt.,FIXIE Inc.,Nenurodyta,-,"28 """,,160-170 cm,Aliuminis,18 cm,"FIXIE Inc., miesto dviračiai",Vyrams,V-tipo,- kg,Visos FIXIE Inc. prekės,Nenurodyta
588,499.0,FIXIE Inc.,Dviratis Fixie 6KU Shelby 4 S,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449383,1 vnt.,FIXIE Inc.,Nenurodyta,Aliumininiai,"28 """,,166-180 cm,Aliuminis,18 cm,"FIXIE Inc., miesto dviračiai",Vyrams,V-Brake,- kg,Visos FIXIE Inc. prekės,Nenurodyta
589,499.0,FIXIE Inc.,Dviratis Fixie 6KU Cayenne M,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449563,1 vnt.,FIXIE Inc.,Nenurodyta,-,"28 """,,165-195 cm,Aliuminis,21 cm,"FIXIE Inc., miesto dviračiai",Vyrams,Nenurodyta,- kg,Visos FIXIE Inc. prekės,Nenurodyta
590,499.0,FIXIE Inc.,Dviratis Fixie 6KU Nebula 1 L,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449573,1 vnt.,FIXIE Inc.,Nenurodyta,-,"28 """,,165-195 cm,Aliuminis,20 cm,"FIXIE Inc., miesto dviračiai",Vyrams,Nenurodyta,- kg,Visos FIXIE Inc. prekės,Nenurodyta
591,499.0,FIXIE Inc.,Dviratis Fixie 6KU Milan 2 M,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449593,1 vnt.,FIXIE Inc.,Nenurodyta,Aliuminio,"28 """,,180-190 cm,Aliuminis,20 cm,"FIXIE Inc., miesto dviračiai",Vyrams,Nenurodyta,- kg,Visos FIXIE Inc. prekės,Nenurodyta
592,349.0,FIXIE Inc.,Dviratis Fixie 6KU Milan 1,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449653,1 vnt.,FIXIE Inc.,Nenurodyta,-,"28 """,,170-180 cm,Aliuminis,20 cm,"FIXIE Inc., miesto dviračiai",Vyrams,Nenurodyta,- kg,Visos FIXIE Inc. prekės,Nenurodyta
593,349.0,FIXIE Inc.,Dviratis Fixie bike 6KU Evian 1 L,Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57449883,1 vnt.,FIXIE Inc.,Nenurodyta,Aluminium,"28 """,,170-180 cm,Aliuminis,20 cm,"FIXIE Inc., miesto dviračiai",Vyrams,V-Brake,- kg,Visos FIXIE Inc. prekės,Nenurodyta
594,1119.0,,Dviratis Fixie Blb,Yra,,,Trekking,Yra,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,2,,57479708,1 vnt.,Nenurodyta,Yra,-,"9 """,,170-180 cm,Aliuminis,9 cm,"Nenurodyta, trekking dviračiai",Universalus,Diskiniai,- kg,Visos Nenurodyta prekės,Nenurodyta
595,1119.0,FIXIE Inc.,Dviratis Fixie bicycle BLB,Nėra,,,Trekking,Yra,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57479713,1 vnt.,FIXIE Inc.,Yra,-,"28 """,,170-180 cm,Aliuminis,20 cm,"FIXIE Inc., trekking dviračiai",Universalus,Diskiniai,- kg,Visos FIXIE Inc. prekės,Aliuminis
596,1119.0,FIXIE Inc.,Dviratis Fixie Blb,Nenurodyta,,,Miesto,Nenurodyta,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,Velomarket OÜ,Nenurodyta,1,,57479733,1 vnt.,FIXIE Inc.,Nenurodyta,Nenurodyta,"28 """,,180-190 cm,Aliuminis,20 cm,"FIXIE Inc., miesto dviračiai",Vyrams,Nenurodyta,9 kg,Visos FIXIE Inc. prekės,Nenurodyta
597,369.0,ROMET,Dviratis Romet Wagant 28,Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,49 x 0,55 x 0,6 m, 20 kg",,"Velomarket OÜ, 					            Pro Baltic, 					            Minced",Nenurodyta,21,,58226363,1 vnt.,Romet,Nenurodyta,Aliuminiai,"28 """,,165-195 cm,Aliuminis,17 cm,"Romet, miesto dviračiai",Moterims,Nenurodyta,- kg,Visos ROMET prekės,Nenurodyta
598,128.63,,Falk pedalinis traktorius su priekaba New Holland,Nėra,,,Vaikiški,Nėra,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,ABC Žaislai,1,1,,58545608,1 vnt.,Nenurodyta,Yra,-,"10 """,,100-105 cm,Plastikinis,10 cm,"Nenurodyta, vaikiški dviračiai",Universalus,Diskiniai mechaniniai,- kg,Visos Nenurodyta prekės,Nenurodyta
599,171.31,Toimsa,"Dviratis vaikams Toimsa Superman TOI14912 , 14'', mėlynas",Nėra,,,Vaikiški,Nėra,Dviračiai,,,,"1,52 x 0,55 x 0,8 m, 15 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Eventure, 					            Vitalimax, 					            Digizone, 					            Digitooted OÜ, 					            Minced",Nėra,1,,60092053,1 vnt.,Toimsa,Nėra,Aliuminiai,"14 """,,104-116 cm,Plieninis,17 cm,"Toimsa, vaikiški dviračiai",Berniukams,Calliper,10 kg,Visos Toimsa prekės,Plienas
600,189.5,Toimsa,"Dviratis vaikams Toimsa Superman TOI16912 16"", mėlynas",Nėra,,,Vaikiški,Nėra,Dviračiai,,,,"0,2 x 0,21 x 0,2 m, 0,2 kg",,"Pigu.lt, 					            Kouket, 					            Klevera",Nėra,1,,60093168,1 vnt.,Toimsa,Nėra,Aliuminiai,"16 """,,110-130 cm,Plieninis,24 cm,"Toimsa, vaikiški dviračiai",Berniukams,V formos stabdžiai,10 kg,Visos Toimsa prekės,Plienas
