id,price,brand,brandI,3G:,4G:,5G:,Atminties kortelės talpa:,Atminties kortelės tipas:,Aukštis:,Baterijos talpa (mAh):,Baterijos tipas:,Bluetooth:,Blykstė:,Budėjimo laikas iki:,Ekrano tipas:,Ekrano įstrižainė:,Fotografavimo galimybė:,GPS:,Gamintojo kodas:,Gamintojo procesorius:,Grafinis išdėstymas:,Gylis:,Jungties tipas:,Kategorija:,Kita informacija:,Kolonėlės:,Korpusas:,Maksimali raiška:,Maksimalus naudojimo laikas (val.):,Matmenys:,Operacinė sistema:,Operacinės sistemos versija:,Operatyvinė atmintis (RAM):,Pagrindinė kamera:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pakuotės turinys* (*komplektacija gali keistis):,Palaikomi formatai:,Palaikomos technologijos:,Pardavėjas:,Plotis:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinė kamera:,Procesoriaus taktinis dažnis:,Procesoriaus tipas:,Rūšis:,SIM:,Skambinimo funkcija:,Skirta vaikams:,Spalva:,Svoris:,USB jungtys:,Vaizdo didinimas:,Vidinė atmintis:,Visos šio ženklo prekės:,WiFi:
118,62.12,,"7 colių planšetinis kompiuteris vaikams, skirtas Android 10.0 WiFi 4GB 32GB 1960x1080 IPS 5MP priekinis 8MP galinis planšetinis kompiuteris su laikikliu JK kištuku 100-240V",,,,,,,,,,,,,,,,2612220332712,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,23 x 0,18 x 0,06 m, 0,53 kg",,,,,Pleazur,,102026736,1 vnt.,,,,,,,,,,,,,,,
119,485.65,Lenovo,"Lenovo Yoga Tab 11, Wifi, 4GB/128GB, Storm Gray, ZA8W0035PL",Taip,Ne,Nenurodyta,,MicroSD,,7700 mAh,Lithium Polymer (LiPo),Yra,,,IPS+,11,8 Mpix,Yra,ZA8W0035PL,MediaTek,,8.3 cm,USB-C,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android 11,Android 11,4000 MB,8 Mpix,"0,25 x 0,2 x 0,1 m, 0,5 kg",,,,,Pro Baltic,,46854337,1 vnt.,Lenovo,8 MP,,MediaTek Helio G90T,"Lenovo, 11 planšetiniai kompiuteriai",,,Ne,Pilka,0.650 kg,,,128 GB,Visos Lenovo prekės,Wi-Fi 5 (802.11ac)
120,905.0,Apple,"iPad Air 11"" M2 Wi-Fi + Cellular 128GB - Starlight - MUXF3HC/A",Taip,Taip,Taip,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"11"" (27.9 cm)",Yra,Yra,MUXF3HC/A,,,0.61 cm,USB-C,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2360 x 1640,10,,"iPadOS, 					            iPadOS 17",iPadOS 17,8000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Įkroviklis, 					Kabelis",,,Pigu.lt,17.85 cm,84183696,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11"" (27.9 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Auksinė,0.462 kg,USB Type-C,,128 GB,Visos Apple prekės,802.11ax
121,76.2,Denver,"Denver TAQ-10285 10.1"" 64GB, Wi-Fi, Juoda",Ne,Ne,Nenurodyta,,Micro SD,15 cm,4400,,Yra,nera,,Capacitive Touch-screen,"10.1"" (~25.6 cm)",,Nėra,TAQ-10285,,,1.1 cm,"3.5 mm, 					Micro USB",Planšetiniai kompiuteriai,,,Plastikinis korpusas,1024 x 600,,26 x 1.1 x 15 cm,Android OS,Android 8.1,1000 MB,2 MP,"0,25 x 0,2 x 0,1 m, 0,5 kg",,,,,"Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            Digizone, 					            TOPnuolaidos LT, 					            ovolt",26 cm,25366590,1 vnt.,Denver,0.3 MP,"1.2 GHz, Quad Core",Nenurodyta,"Denver, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Juoda,0.8 kg,Micro USB,,64 GB (dalis skirta OS),Visos Denver prekės,Yra
122,256.99,Lenovo,Lenovo Tab P11 (2nd Gen) ZABF0287GR Storm Gray,Ne,Ne,Ne,,Micro SD,26.91 cm,7500,Lithium Polymer (LiPo),Yra,,,IPS,"11.5""",,Yra,ZABF0287GR,,,0.74 cm,3.5 mm,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android 12,,4000 MB,13 MP,"0,3 x 0,2 x 0,05 m, 1 kg",,,,,"Nordic Manta, OÜ, 					            Minced",16.94 cm,74429231,1 vnt.,Lenovo,8 MP,,MediaTek,"Lenovo, 11.5"" planšetiniai kompiuteriai",,,Ne,Pilka,0.52 kg,USB Type-C,,128 GB,Visos Lenovo prekės,Yra
123,539.0,Apple,"Apple iPad 10.2"" Wi-Fi + Cellular 64GB - Space Grey 9th Gen MK473HC/A",Taip,Taip,Ne,,,25.06 cm,,Li-Ion,Yra,,,"IPS, Retina",10.2'' (~26 cm),,Yra,MK473HC/A,,,0.75 cm,"3.5 mm, 					Lightning to USB",Planšetiniai kompiuteriai,,,,2160 x 1620,9,,iPadOS 15,,- MB,8 MP,"0,27 x 0,19 x 0,055 m, 0,87 kg",,,,,Pigu.lt,17.41 cm,44884748,1 vnt.,Apple,12 MP,,Apple A13 Bionic,"Apple, 10.2'' (~26 cm) planšetiniai kompiuteriai",Yra,Taip,Ne,Pilka,0.46 kg,,,64 GB (dalis skirta OS),Visos Apple prekės,Yra
124,599.0,Apple,"iPad 10.9"" Wi-Fi 256GB - Pink 10th Gen - MPQC3HC/A",Ne,Ne,Ne,,,,,,Yra,,,Multi‑Touch IPS,"10.9"" (~27.7 cm)",,Yra,MPQC3HC/A,,,,USB-C,Planšetiniai kompiuteriai,,Įmontuotos,,2360 x 1640,,248.6 x 179.5 x 7 mm,iPadOS 16,,- MB,12 MP,"0,26 x 0,185 x 0,055 m, 0,86 kg",,,,,"Pigu.lt, 					            Smartonly",,60709673,1 vnt.,Apple,12 MP,,Apple A14 Bionic,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",,,Nenurodyta,Rožinė,0.477 kg,,,256 GB,Visos Apple prekės,Yra
125,599.0,Apple,"iPad 10.9"" Wi-Fi 256GB - Blue 10th Gen - MPQ93HC/A",Ne,Ne,Taip,,,,,,Yra,,,Multi‑Touch IPS,"10.9"" (~27.7 cm)",,Yra,MPQ93HC/A,,,,USB-C,Planšetiniai kompiuteriai,,Įmontuotos,,2360 x 1640,,248.6 x 179.5 x 7 mm,iPadOS 16,,- MB,12 MP,"0,255 x 0,195 x 0,055 m, 0,865 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Galador Grupp OÜ",,60709663,1 vnt.,Apple,12 MP,,Apple A14 Bionic,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",,,Nenurodyta,Mėlyna,0.477 kg,,,256 GB,Visos Apple prekės,Yra
126,609.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 128GB - Purple MXN93HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MXN93HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Galador Grupp OÜ, 					            Brandberry, 					            Minced",13.48 cm,99007722,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Violetinė,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,128 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
127,195.0,Samsung,Samsung Galaxy Tab A9+ WiFi 4/64GB Silver,Ne,Ne,Ne,1TB,MicroSD,,7040,,Yra,nera,,TFT,11'' (~27.9 cm),,Yra,"8806095360812,SM-X210NZSAEUB",,,,,Planšetiniai kompiuteriai,,,,1920x1200,,,Android OS,android,4000 MB,8,"0,265 x 0,18 x 0,025 m, 0,615 kg",,,,,"Megateka, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            MedProf SIA, 					            Digitooted OÜ, 					            Treat Stores, 					            Minced, 					            Triksa, 					            Avesa Trade, 					            KAM Trade SIA",,79261748,1 vnt.,Samsung,5,,Octa-core,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.48 kg,,,64GB,Visos Samsung prekės,
128,609.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 128GB - Blue MXN73HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MXN73HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Galador Grupp OÜ, 					            Brandberry",13.48 cm,99003797,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Mėlyna,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,128 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
129,779.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 128GB - Space Grey MXPN3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MXPN3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Galador Grupp OÜ, 					            Brandberry, 					            Minced",13.48 cm,99022617,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Juoda,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,128 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
130,286.99,,"Planšetinis kompiuteris vaikams, patvarus korpusas tinka žaidimams ir mokslui",Nenurodyta,Nenurodyta,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,Android 11,,,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Belsi LT,,108889441,1 vnt.,,,,Nenurodyta,,,,Taip,,,,,,,
131,2689.0,Apple,"iPad Pro 13"" M4 Wi-Fi + Cellular 1TB with Nano-texture Glass - Space Black - MWRY3HC/A",Taip,Taip,Taip,,,28.16 cm,,Li-ion Polymer,Yra,,,Tandem OLED,"13""",,Yra,MWRY3HC/A,,,0.51 cm,USB-C,Planšetiniai kompiuteriai,,Įmontuotos,Aliumininis korpusas,2752 x 2064,,,iPadOS 17,iPadOS 17,16000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Brandberry",21.55 cm,84203340,1 vnt.,Apple,12 MP,,Apple M4,"Apple, 13"" planšetiniai kompiuteriai",eSIM,Ne,Nenurodyta,Juoda,0.582 kg,USB Type-C,,1 TB,Visos Apple prekės,Wi-Fi 6E (802.11ax)
132,739.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 256GB - Space Grey MXNA3HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MXNA3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Galador Grupp OÜ, 					            Minced",13.48 cm,99010902,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Juoda,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
133,989.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 512GB - Space Grey MYGY3HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MYGY3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99018227,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Juoda,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
134,609.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 128GB - Starlight MXN83HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MXN83HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99007727,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Auksinė,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,128 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
135,739.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 256GB - Starlight MXND3HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MXND3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99010917,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Auksinė,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
136,989.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 512GB - Starlight MYH23HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MYH23HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99018237,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Auksinė,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
137,909.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 256GB - Blue MXPW3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MXPW3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99204842,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Mėlyna,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
138,909.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 256GB - Starlight MXPX3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MXPX3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99204857,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Auksinė,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
139,909.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 256GB - Purple MXPY3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MXPY3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99204872,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Violetinė,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
140,739.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 256GB - Blue MXNC3HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MXNC3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99010912,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Mėlyna,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
141,989.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 512GB - Blue MYH13HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MYH13HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99018232,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Mėlyna,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
142,909.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 256GB - Space Grey MXPT3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MXPT3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99204822,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Juoda,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,256 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
143,989.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi 512GB - Purple MYH33HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Nėra,MYH33HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,10,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99018242,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Violetinė,0.293 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
144,1159.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 512GB - Blue MYHD3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MYHD3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99207952,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Mėlyna,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
145,1159.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 512GB - Starlight MYHE3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MYHE3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99207962,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Auksinė,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
146,1159.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 512GB - Purple MYHF3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MYHF3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99207972,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Violetinė,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,512 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
147,779.0,Apple,Apple iPad mini (A17 Pro) Wi-Fi + Cellular 128GB - Starlight MXPQ3HC/A,Taip,Taip,Taip,,Nėra,19.54 cm,4441,Li-Ion,Yra,Quad-LED dual-tone flash,,Liquid Retina Multi‑Touch IPS,"8.3"" (~21 cm)",,Yra,MXPQ3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,Aliumininis korpusas,2266 x 1488,,,iPadOS 18,,- MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,99200467,1 vnt.,Apple,12 MP,Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple A17 Pro (3 nm),"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",eSIM,Ne,Ne,Auksinė,0.297 kg,"USB Type-C 3.2 Gen 2, DisplayPort",Skaitmeninis,128 GB,Visos Apple prekės,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot"
