id,title,price,brand,Montavimo tipas,Energijos klasė,Valdymas,Spalva,Talpa (L),Tipas,Aukštis (cm),Plotis,Gylis,Metinės energijos sąnaudos,Garso lygio klasė,Gamintojas
729,Šaldytuvas GORENJE N619EAXL4,435.99,Gorenje,Laisvai pastatoma,E,,Balta,336.0,Su kamera apačioje,200.4,59.5,59.0,,,Hisense
730,"Šaldytuvas Electrolux EUT6NE28K kaappipakastin, musta",630.49,Electrolux,Laisvai statomi,E,,Nerūdijantis plienas,207.0,Su kamera apačioje,186.0,,,,,Gorenje
731,Šaldytuvas VOX KS1430E,149.99,VOX,,,,Juoda,,Be kameros,190.0,0.7,0.7,,,Electrolux
732,Šaldytuvas Samsung RR25A5470AP,666.85,Samsung,Laisvai statomi,,,Balta,135.0,,83.8,,,,,VOX
733,Candy | Šaldytuvas | CHCS 514EX | Energy efficiency class E | Free standing | Combi | Height 151 cm | Šaldytuvas net capacity 138 L | Šaldiklis net capacity 69 L | 40 dB | Nerūdijantis plienas,282.90,Candy,Laisvai statomi,E,,Balta,242.0,Be kameros,185.3,,,,,Samsung
734,Candy | Šaldytuvas | CCE3T618ES | Energy efficiency class E | Free standing | Combi | Height 185 cm | No Frost system | Šaldytuvas net capacity 222 L | Šaldiklis net capacity 119 L | Ekranas | 39 dB | Sidabrinis,398.90,Candy,Laisvai statomi,E,,Nerūdijantis plienas,207.0,Su kamera apačioje,151,,,,,Candy
735,"Šaldytuvas Balta šaldymo vitrina su stiklu Arktic Hendi 58L, 2 lentynos",695.99,Arktic,Laisvai statomi,E,,Balta,222.0,Su kamera apačioje,185.0,,,,,Candy
736,Šaldytuvas Electrolux RHSW31,78.36,Electrolux,,,,Balta,58.0,Vitrina,,,,,,Arktic
737,Šaldytuvas Sharp SJ-BA10DMXIF-EU,469.99,Sharp,,,,Balta,,Lentynėlė,,,,,,Electrolux
738,Šaldytuvas Samsung RB38T607BB1/EF,889.99,Samsung,,F,,Nerūdijantis plienas,331.0,Su kamera apačioje,186,,,,,Sharp
739,Šaldytuvas Hisense 180cm NF,399.99,Hisense,,G,,Juoda,,Su kamera apačioje,203.0,,,,,Samsung
740,Šaldytuvas Berk BRC-18552E NF X,329.99,Berk,Laisvai pastatoma,E,,Balta,255.0,Su kamera apačioje,180.0,55.0,56.3,,,Hisense
741,Šaldytuvas Severin RKG 8983,639.99,Severin,,E,,Nerūdijantis plienas,253.0,Su kamera apačioje,180,,,,,Berk
742,Šaldytuvas Liebherr IRCBf 5121 Plus BioFresh,1619.99,Liebherr,Laisvai statomi,D,,Raudona,,Su kamera viršuje,166.0,,,,,Severin
743,"Šaldytuvas Arktic Šaldomas bufetas su apšvietimu ir 4 GN 1/1 talpomis, 2-10°C, 170 W",2959.99,Arktic,Įmontuojami,F,,Sidabrinė,,Su kamera apačioje,1.829,,,,,Liebherr
744,Įmontuojamas šaldytuvas AEG NSC8M181CC,905.99,AEG,,,,,,,,,,,,Arktic
745,"Šaldytuvas Royal Catering Gastronominis šaldymo stalas ant ratukų, 2 skyrių, 260 l, 136x70x85 cm",1699.99,Royal Catering,,,,,,,,,,,,AEG
746,Bosch Šaldytuvas-šaldiklis KIL82SDD0,1069.99,Bosch,,,,,,,,,,,,Royal Catering
747,"Šaldytuvas Arktic Dviejų durų šaldymo stalas su stiklinėmis durimis ir dangčiu, 247 l",1185.99,Arktic,,D,,,,,177.0,,,,,Bosch
748,Šaldytuvas Manta MM515 46L,133.99,Manta,,,,,,,,,,,,Arktic
749,Šaldytuvas Severin 183cm retro juodas,699.99,Severin,,F,,Balta,46.0,Mini,48.7,,,,,Manta
750,"Šaldytuvas Šaldymo vitrina 7 x GN 1/3, 160 cm pločio - Hendi",939.99,Hendi,Laisvai pastatoma,D,,Juoda,244.0,Su kamera apačioje,183.0,55.0,57.5,,,Severin
751,"Šaldytuvas Whirlpool UW8F2DWHBIN2 kaappipakastin, valkoinen",565.99,Whirlpool,,,,Sidabrinė,,Vitrina,,,,,,Hendi
752,"Šaldytuvas LG GFT61MCCSZ kaappipakastin, musta teräs",779.99,LG,,,,Balta,,Be kameros,,0.64,0.73,,,Whirlpool
753,Šaldytuvas Samsung RB34C670EWW/EF,469.99,Samsung,,,,Juoda,,Be kameros,,0.77,0.65,,,LG
754,"Šaldytuvas Electrolux KUS1AF28X 500-sarjan kaappipakastin, teräs",467.99,Electrolux,,E,,Balta,344.0,Su kamera apačioje,185.3,,,,,Samsung
755,Toshiba šaldytuvas-šaldiklis GR-RB500WE sidabrinė,519.99,Toshiba,,,,,,,,0.6,0.6,,,Electrolux
756,LIEBHERR Re 1401 Pure Šaldytuvas,399.99,Liebherr,Laisvai statomi,E,,Sidabrinė,256.0,Laisvai pastatomas,201.8,68.00,66,,,Toshiba
757,Šaldytuvas Liebherr Re 1201 Pure,345.99,Liebherr,Laisvai pastatomos,E,Vidinis elektroninis valdymas,Balta,112.0,Fridge with freezer inside,85.0,55.0,60.72,142,C,Liebherr
758,Šaldytuvas Liebherr Rd 1400,439.99,Liebherr,Laisvai pastatomos,E,Vidinis elektroninis valdymas,Balta,85.0,Fridge with freezer inside,85.0,50.0,60.72,138,C,Liebherr
759,Scandomestic Gėrimų šaldytuvas Scancool,355.90,Scandomestic,Laisvai pastatomos,,Vidinis elektroninis valdymas,Balta,,Fridge without freezer,,55.0,60.72,72,B,Liebherr
760,LIEBHERR ICBNd 5153 Įmontuojamas šaldytuvas-šaldiklis,1839.99,Liebherr,Laisvai pastatoma,,,Juoda,,,,,44.5,,,Scandomestic
761,Šaldytuvas Severin 146cm retro juodas,529.99,Severin,Pastatytas,D,Internal touch control LCD,Balta,245.0,Šaldytuvas su apatiniu šaldikliu,177.2,56.0,55.0,207,B,Liebherr
762,"Šaldytuvas Šaldymo stalas, 3 durys, 410 L",1839.99,,Laisvai pastatoma,E,,Juoda,206.0,Su kamera viršuje,146.0,55.0,61.5,,,Severin
763,Įmontuojamas šaldytuvas Hoover HOBT5519EW,679.99,Hoover,,,,,,,,,,,,
764,LIEBHERR IRBd 4150 Įmontuojamas šaldytuvas,1169.99,Liebherr,Įmontuojami,E,,Balta,219.0,Su kamera apačioje,,,,,,Hoover
765,"Išparduodama. Midea MDRD168FGE01 Šaldytuvas, E, Freestanding, Larder, Height 84,5 cm, Šaldytuvas net 97L, Šaldiklis net 16 L, Baltas | Midea | Šaldytuvas | MDRD168FGE01 | Energy efficiency class E | Free standing | Larder | Height 84.5 cm | Šaldytuvas net capacity 97 L | Šaldiklis net capacity 16 L | 39 dB | Baltas | PAŽEISTA PAKUOTĖ, DEMO",130.99,Midea,Įmontuojami,D,išplėstinė vartotojo sąsaja,Balta,191.0,Be kameros,122.0,,,,,Liebherr
766,Šaldytuvas Liebherr ICNd 5123 Plus NoFrost,1439.99,Liebherr,,,,,,,,,,,,Midea
767,"Šaldytuvas Royal Catering Šaldymo vitrina 7x GN1/3, 161 cm, su plieniniu dangčiu",1019.99,Royal Catering,Įmontuojami,D,,Balta,253.0,Su kamera apačioje,177.0,,,,,Liebherr
768,Šaldytuvas Severin VKS 8843,329.99,Severin,,,,Pilka,62.0,Vitrina,161.0,,,,,Royal Catering
769,Šaldytuvas LIEBHERR SRBBSD 529i,2215.99,Liebherr,,,,,,,,,,,,Severin
770,"Šaldytuvas Šaldytuvo panelė Samsung RA-M17DAACSGG, Cotta Dangaus mėlynumo",98.99,Samsung,Laisvai pastatomos,D,Internal touch control LCD,Juoda,387.0,Fridge without freezer,185.5,59.7,67.5,134,B,Liebherr
771,Šaldytuvas Bosch KGN49LBCF,1385.99,Bosch,,,,Kreminė,,,,,,,,Samsung
772,Polar šaldytuvas-šaldiklis POB802EW NetNet,325.99,Polar,,,,Juoda,440.0,Su kamera apačioje,,,,,,Bosch
773,Samsung ŠALDYTUVAS RB34C7B5E12/EF SMG,615.99,Samsung,Laisvai statomi,E,,Balta,228.0,Laisvai pastatomas,188.9,59.5,65.5,,,Polar
774,Amica šaldytuvas-šaldiklis Montuojama BK3045.4 NF(E),559.99,Amica,Laisvai pastatoma,E,,Balta,344.0,Su kamera apačioje,185.3,59.5,65.8,,,Samsung
775,Šaldytuvas Samsung RB38C7B5D22,825.99,Samsung,Įmontuojami,F,,Balta,177.0,Pastatas,,54,55,,,Amica
776,Šaldytuvas POLAR šaldytuvo-šaldiklio derinys POB 802E X,395.99,Polar,Laisvai statomi,D,,Juoda,276.0,Laisvai pastatomas,,59.5,65.8,,,Samsung
777,Hotpoint ARISTON šaldytuvas-šaldiklis HA70BE72X,635.99,Hotpoint ARISTON,Laisvai statomi,E,,Sidabrinė,,Su kamera apačioje,,,,,,Polar
778,Bosch šaldytuvas-šaldiklis KI82LADD0,1119.99,Bosch,Laisvai statomi,E,,Nerūdijantis plienas,309.0,Laisvai pastatomas,195.5,70,75.5,,,Hotpoint ARISTON
779,LIEBHERR IRDe 5121 Įmontuojamas šaldytuvas,1245.99,Liebherr,Įmontuojami,D,,Netaikoma,246.0,Pastatas,,55.8,54.8,,,Bosch
780,Šaldytuvas Beko RCNE560E60ZGBHN,1255.99,Beko,Pastatytas,E,Internal touch control LCD,Balta,259.0,Fridge with freezer inside,177.2,56.0,55.0,171,B,Liebherr
781,"Šaldytuvas Bosch KGV36VLEAS Serie 4 jääkaappipakastin, teräs",609.99,Bosch,Laisvai statomi,C,,Juoda,514.0,Su kamera apačioje,,,,,,Beko
782,Mini šaldytuvas 28L ADLER AD-8088,145.99,Adler,Laisvai statomi,A++,,Sidabrinė,308.0,Su kamera apačioje,186.0,,,,,Bosch
783,"Šaldytuvas Samsung RB34C675EWW/EF jääkaappipakastin, valkoinen",635.99,Samsung,,,,,,,,,,,,Adler
784,LIEBHERR CUe 2331 Šaldytuvas-šaldiklis,565.99,Liebherr,,,,,,Su kamera apačioje,,0.637,0.74,,,Samsung
785,"Šaldytuvas Smeg FAB38LBL5 jääkaappipakastin, musta, vasenkätinen",2745.99,Smeg,Laisvai pastatomos,E,Mechaninis,Balta,211.0,Šaldytuvas su apatiniu šaldikliu,137.2,55.0,63.0,193,C,Liebherr
786,"Šaldytuvas Gram KF 471854 N-2 jääkaappipakastin, valkoinen",545.99,Gram,,,,Juoda,,Su kamera apačioje,,0.75,0.85,,,Smeg
787,"Šaldytuvas Gram KF 481864 FNX/1 jääkaappipakastin, teräs",639.99,Gram,,,,Balta,,,,0.55,0.65,,,Gram
788,Šaldytuvas Siemens KG39EAWCA,838.90,Siemens,,,,Sidabrinė,,Su kamera apačioje,,0.65,0.72,,,Gram
789,"Išparduodama. Candy CNCQ2T518EW Šaldytuvas, E, Free standing, Combi, Height 182,5 cm, Šaldytuvas net 197 L, Šaldiklis net 82 L, Baltas | Candy | Šaldytuvas | CNCQ2T518EW | Energy efficiency class E | Free standing | Combi | Height 182.5 cm | No Frost system | Šaldytuvas net capacity 197 L | Šaldiklis net capacity 82 L | Ekranas | 38 dB | Baltas | PAŽEISTA PAKUOTĖ, BROKEN PLASTIC PART UNDER THE DOOR",335.99,Candy,,,,Balta,,,201.0,0.77,0.77,,,Siemens
790,"Išparduodama. Candy CNCQ4T620CX Šaldytuvas, C, Free standing, Combi, Height 205 cm, Šaldytuvas net 409 L, Šaldiklis net 120 L, Inox | Candy | Šaldytuvas | CNCQ4T620CX | Energy efficiency class C | Free standing | Combi | Height 205 cm | No Frost system | Šaldytuvas net capacity 289 L | Šaldiklis net capacity 120 L | Ekranas | 35 dB | Inox | PAŽEISTA PAKUOTĖ",659.99,Candy,,,,,,,,,,,,Candy
791,Šaldytuvas Profesionalus šaldymo stalas su darbiniu paviršiumi 136 cm - Hendi,1999.99,Hendi,,,,,,,,,,,,Candy
792,Šaldytuvas Electrolux ERD6DE18S1,732.99,Electrolux,,,,,,,,,,,,Hendi
793,Manta MM520PW Šaldytuvas 91L Baltas,127.99,Manta,Pastatytas,,Internal touch control LCD,pilka,,Fridge without freezer,,54.0,54.9,114,B,Electrolux
794,Manta MM520PB Šaldytuvas 91L Juodas,127.99,Manta,,,,,,,,,,,,Manta
795,Šaldytuvas Snaigė FR24SM-PRDG0E3,389.99,Snaigė,,,,,,,,,,,,Manta
796,"Arktic Baro šaldytuvas gėrimams, 50cm, 118L",465.99,Arktic,Laisvai pastatomos,E,,žalia,209.0,Fridge with top freezer,147.5,56.0,63.0,184,C,Snaigė
797,Šaldytuvas Šaldytuvas LG GLT51PZGSZ Plienas 386 L (185 x 60 cm),758.61,LG,,,,Juoda,118.0,Vitrina,,,,,,Arktic
798,SHARP SJGX820P2BK Šaldytuvas,1749,Sharp,,,,Sidabrinė,386.0,,,,,,,LG
799,Šaldytuvas Gorenje NRK720EAXL4,759.99,Gorenje,,,,,,,,,,,,Sharp
800,Candy Šaldytuvas | CMLS68EW | Energy efficiency class E | Built-in | Larder | Height 82 cm | Šaldytuvas net capacity 135 L | Ekranas | 39 dB | Baltas,259.99,Candy,Laisvai statomi,E,,Sidabrinė,495.0,Su kamera apačioje,200.0,,,,,Gorenje
801,"Bosch Bsh Fclg Giengen Serija 2, Įmontuojamasis šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 193.5 x 54.1 cm, slankiojantis vyris KIN965SE0",896.09,,Įmontuojami,E,,Balta,135.0,Be kameros,82.0,,,,,Candy
802,"Šaldytuvas be kameros Samsung RR39C7EC5B1, juoda spalva",799.99,Samsung,Įmontuojami,E,,Balta,215.0,Su kamera apačioje,193.5,,,,,Bosch
803,Šaldytuvas Electrolux LNT7ME36G2,708.13,Electrolux,Laisvai statomi,E,,Juoda,,,,,,,,Samsung
804,"Šaldytuvas Whirlpool WBUF011 jääkaappi pakastelokerolla, integroitava",555.99,Whirlpool,Laisvai pastatomos,E,Internal touch control LCD,Balta (stiklas),367.0,Šaldytuvas su apatiniu šaldikliu,201.0,59.5,66.2,250,C,Electrolux
805,"Šaldytuvas Royal Catering Šaldymo dėžė su užraktu, 200 l, 217 W, balta",555.99,Royal Catering,,,,,,,,0.7,0.7,,,Whirlpool
806,Šaldytuvas Samsung RB34C600ESA/EF,489.99,Samsung,,,,,,,,,,,,Royal Catering
807,Šaldytuvas AEG ORC7P321DX,774.99,AEG,,E,,Sidabrinė,344.0,Su kamera apačioje,185.3,,,,,Samsung
808,"Arktic Dviejų zonų vyno šaldytuvas 160 butelių 447 l 150 W, juodas",1429.99,Arktic,,,,Nerūdijantis plienas,,Su kamera apačioje,187.0,,,,,AEG
809,"Šaldytuvas Royal Catering Trijų skyrių granitorius gėrimams, 15 L",1609.99,Royal Catering,,A,,Raudona,447.0,,,,,,,Arktic
810,"Šaldytuvas Royal Catering Balta šaldymo spinta, 590L",1129.99,Royal Catering,,,,,,,,,,,,Royal Catering
811,Šaldytuvas Mora VC 1822,569.99,Mora,Įmontuojami,b,,Balta,590.0,Vitrina,,,,,,Royal Catering
812,"Šaldytuvas Arktic Šaldiklio vitrina su stiklinėmis durimis, 3 lentynos, Led apšvietimas, 90L",709.99,Arktic,Įmontuojami,E,,Balta,189.0,Su kamera apačioje,177.2,,,,,Mora
813,"Šaldytuvas Royal Catering Gėrimų dozatorius su šaldytuvu 3x18L, 3 skyriai",689.99,Royal Catering,,,,Sidabrinė,90.0,Vitrina,,,,,,Arktic
814,"Arktic Vienų durų baro šaldytuvas gėrimams, 3 lentynos, 126 l, Hendi",489.99,Arktic,,,,,,,,,,,,Royal Catering
815,"Arktic Dviejų durų baro šaldytuvas gėrimams, 458 L",1189.99,Arktic,,,,,126.0,Vitrina,,,,,,Arktic
816,LIEBHERR LKv 3913 Profi Šaldytuvas,1905.99,Liebherr,,,,,458.0,Vitrina,90.0,,,,,Arktic
817,"Šaldytuvas Royal Catering Balta šaldymo vitrina su 3 lygiais, 58 L",425.99,Royal Catering,Laisvai statomi,,,Balta,344.0,Vitrina,184.0,,,,,Liebherr
818,"Royal Catering Gastronominis šaldytuvas su stiklinėmis durimis, 4 lentynos, 380 l, 215 W",909.99,Royal Catering,,b,,Balta,58.0,Vitrina,,,,,,Royal Catering
819,Amica šaldytuvas-šaldiklis FD2015.4X(E),305.99,Amica,Laisvai statomi,b,,,380.0,Vitrina,,,,,,Royal Catering
820,Samsung šaldytuvas-šaldiklis RB34C672EWW,555.99,Samsung,Laisvai statomi,E,,Nerūdijantis plienas,126.0,Laisvai pastatomas,123.0,54,57,,,Amica
821,Šaldytuvas Samsung RB34C601DSA,609.99,Samsung,Laisvai statomi,E,,Balta,230.0,Laisvai pastatomas,185.3,74.00,65.8,,,Samsung
822,Šaldytuvas Gorenje RK416DPS4,365.99,Gorenje,Laisvai statomi,D,,metalinis grafitas,230.0,Laisvai pastatomas,185.3,59.5,65.8,,,Samsung
823,Šaldytuvas Whirlpool W5 921E OX 2,415.93,Whirlpool,,,,Nerūdijantis plienas,230.0,,,,,,,Gorenje
824,Electrolux LNC7ME32X3,689.42,Electrolux,Laisvai statomi,E,,Nerūdijantis plienas,372.0,Su kamera apačioje,201.3,,,,,Whirlpool
825,"Šaldytuvas Bosch KGN49OXBT 4 serija, Juodos spalvos",1124.95,,Laisvai pastatomos,E,External touch control LCD,Nerūdijantis plienas,331.0,Šaldytuvas su apatiniu šaldikliu,186.0,59.5,65.0,250,C,Electrolux
826,Šaldytuvas Haier HSR 5918 DIPB Side by Side juodas matinis,1159.99,Haier,Laisvai statomi,B,,Pilka,440.0,Su kamera apačioje,203.0,,,,,Bosch
827,Šaldytuvas Severin TKS 8846,318.83,Severin,,,,Juoda,,,,,,,,Haier
828,Šaldytuvas Midea MPN,405.99,Midea,Laisvai statomi,D,,Balta,,,84.5,,,,,Severin
829,LG Šaldytuvas | GSLV31DSXE | Energy efficiency class E | Free standing | Side by side | Height 179 cm | Šaldytuvas net capacity 416 L | Šaldiklis net capacity 218 L | Ekranas | 36 dB | Dark Graphite,1022.86,LG,,,,Sidabrinė,,,,,,,,Midea
830,"Šaldytuvas LG GBV3100EPY jääkaappipakastin, teräs",489.99,LG,,,,,,Dviduriai,,0.77,0.96,,,LG
831,Šaldytuvas Refigerator Severin 183cm retro red,594.96,Severin,,,,Sidabrinė,,Su kamera apačioje,186,,,,,LG
832,Šaldytuvas Liebherr ICNd 5603,1405.99,Liebherr,Laisvai pastatoma,D,,Raudona,244.0,Su kamera apačioje,181.0,55.0,57.5,,,Severin
833,"Bosch Bsh Fclg Giengen Serija 2, Įmontuojamasis šaldytuvas, 177.5 x 56 cm, slankiojantis vyris KIR81NSE0",659.99,,Pastatytas,,Internal touch control LCD,Balta,,Šaldytuvas su apatiniu šaldikliu,,55.9,54.6,180,B,Liebherr
834,Įmontuojamas šaldytuvas Samsung BRB26602EWW,717.93,Samsung,Įmontuojami,,,Balta,,Be kameros,177.5,,,,,Bosch
835,"Scandomestic SKS 201 W, Freestanding Šaldytuvas",362.28,Scandomestic,Įmontuojami,E,,Balta,267.0,Su kamera apačioje,177.5,,,,,Samsung
836,"BEKO Šaldytuvas B1RCNA404W, height 203.5 cm, Energy class E, NeoFrost, AeroFlow, Baltas",579.31,Beko,Laisvai statomi,,,,,,,,,,,Scandomestic
837,Šaldytuvas Philco PTL 2352,386.73,Philco,Laisvai statomi,E,,Balta,355.0,Šaldytuvas-Šaldytuvas,203.5,595 mm,663 mm,,,Beko
838,Šaldytuvas Siemens KU15LADF0,578.29,Siemens,Laisvai statomi,E,,Balta,230.0,Be kameros,142.0,,,,,Philco
839,Šaldytuvas Gorenje NRKI218EA0,619.50,Gorenje,Laisvai statomi,F,,Balta,108.0,Su kamera viduje,82.0,"59,8 cm","54,8 cm",,,Siemens
840,LIEBHERR CBNc 5723 Plus BioFresh NoFrost Šaldytuvas-šaldiklis,1185.99,Liebherr,Pastatytas,E,Elektroninis,Balta,180.0,Šaldytuvas su apatiniu šaldikliu,177.2,54.0,54.5,224,C,Gorenje
841,Candy šaldytuvas-šaldiklis CNCQ4T620DX,559.59,Candy,Laisvai pastatomos,C,Internal touch control LCD,Balta,258.0,Šaldytuvas su apatiniu šaldikliu,201.5,59.7,67.5,181,B,Liebherr
842,Bosch šaldytuvas-šaldiklis podblatowa kul22vfd0,608.90,Bosch,,D,,Nerūdijantis plienas,,Laisvai pastatomas,,59.5,66.7,,,Candy
843,Hotpoint ARISTON šaldytuvas-šaldiklis HAFC9TA33SX,571.90,Hotpoint ARISTON,Įmontuojami,,,Balta,93.0,Su kamera viduje,82.0,,,,,Bosch
844,Polar šaldytuvas-šaldiklis POB802EX NetNet,321.70,Polar,Laisvai statomi,D,,Plienas,263.0,Laisvai pastatomas,202.7,59.6,67.8,,,Hotpoint ARISTON
845,Beko šaldytuvas-šaldiklis B1RCNA364G,399.10,Beko,Laisvai statomi,E,,Nerūdijantis plienas,228.0,Laisvai pastatomas,188.9,59.5,65.5,,,Polar
846,Šaldytuvas Gorenje Chodziarko-šaldiklis NRM918EUX multidoor,1309.79,Gorenje,Laisvai statomi,E,,grafitas,210.0,Laisvai pastatomas,,59.5,66.3,,,Beko
847,"WHIRLPOOL Šaldytuvas W7X 92O W H, Energy class E, 202.7 cm, 367 L, No Frost, Baltas",505.58,Whirlpool,,,,Nerūdijantis plienas,,Laisvai pastatomas,,91.2,72.5,,,Gorenje
848,Šaldytuvas VOX KK3400E,255.99,VOX,Laisvai statomi,E,,Balta,263.0,Šaldytuvas,202.7,596 mm,678 mm,,,Whirlpool
849,Šaldytuvas-šaldiklis Whirlpool W7X 92O OX,501.63,Whirlpool,Laisvai statomi,,,Balta,204.0,Su kamera apačioje,,,,,,VOX
850,Šaldytuvas Electrolux ENT6ME19S,685.68,Electrolux,Laisvai statomi,E,,Nerūdijantis plienas,263.0,Laisvai pastatomas,202.7,59.6,67.8,,,Whirlpool
851,Šaldytuvas Liebherr SRsde 5220 Plus,1075.99,Liebherr,Pastatytas,E,Touch control with LCD,Balta,269.0,Šaldytuvas su apatiniu šaldikliu,188.4,54.6,54.9,215,C,Electrolux
852,Šaldytuvas Liebherr ICNdi 5153,1850.99,Liebherr,Laisvai pastatomos,E,Internal touch control LCD,Nerūdijantis plienas,399.0,Fridge without freezer,185.5,59.7,67.5,123,C,Liebherr
853,"Šaldytuvas Hendi Profesionali šaldymo kamera 15x GN1/1, 1820W, 400V, sidabro spalva",8643.16,Hendi,Integruota,D,Internal touch control LCD,Balta,184.0,Šaldytuvas su apatiniu šaldikliu,177.2,57.0,55.0,181,B,Liebherr
854,Smeg šaldytuvas C875TNE,1535.99,Smeg,,,,,,,,,,,,Hendi
855,"Montuojamas šaldytuvas Samsung Bespoke RB34A6B2F22/EF, juodas",665.99,Samsung,Įmontuojami,E,,,370.0,Su kamera apačioje,,,,,,Smeg
856,Gėrimų šaldytuvas Bomann 85cm,385.99,Bomann,Laisvai statomi,F,,Juoda,344.0,Su kamera apačioje,185.3,,,,,Samsung
857,Šaldytuvas Guzzanti GZ 8818A,349.99,Guzzanti,Laisvai pastatoma,E,,Sidabrinė,,,,54.0,54.8,,,Bomann
858,ETA | Šaldytuvas | ETA253590040E Storio retro | Energy efficiency class E | Free standing | Larder | Height 90 cm | Šaldytuvas net capacity 92 L | Šaldiklis net capacity 18 L | 38 dB | rusvai gelsvas,399.99,Eta,,E,,,181.0,Su kamera viduje,123.0,,,,,Guzzanti
859,Šaldytuvas Concept LK6460bc,819.99,Concept,Laisvai statomi,E,,Ruda,110.0,Šaldytuvai su šaldymo kamera,90.0,,,,,Eta
860,ETA | Šaldytuvas | ETA253890020E | Energy efficiency class E | Free standing | Double Door | Height 148.2 cm | Šaldytuvas net capacity 170 L | Šaldiklis net capacity 45 L | 44 dB | Juodas,505.99,Eta,Laisvai statomi,E,,Juoda,338.0,Su kamera apačioje,185.8,,,,,Concept
861,"Šaldytuvas Balta šaldymo vitrina Arktic su 3 lentynomis, 68L",709.99,Arktic,,E,,,,Šaldytuvai su šaldikliu viršuje,,,,,,Eta
862,"Šaldytuvas Šaldymo stalas, 2 durys, 280 L, 136 x 70 x 85 cm",1609.99,,,,,Balta,68.0,Vitrina,,,,,,Arktic
863,"Šaldytuvas Royal Catering Šaldymo vitrina 120 cm, su stikline apsauga",899.99,Royal Catering,,,,,,,,,,,,
864,Gėrimų šaldytuvas Bomann 51cm,219.99,Bomann,,,,,45.0,Mini,120.0,,,,,Royal Catering
865,LIEBHERR UIK 1514 Įmont. šaldytuvas,819.99,Liebherr,Laisvai pastatoma,E,,Sidabrinė,,"Mini
Be kameros",51.0,43.0,47.5,,,Bomann
866,"Šaldytuvas LG GFE61SWCSZ kaappipakastin, valkoinen",755.99,LG,Pastatytas,F,Vidinis elektroninis valdymas,Balta,122.0,Fridge with freezer inside,82.0,60.0,55.0,177,B,Liebherr
867,Šaldytuvas Liebherr ICBNci 5153,2141.99,Liebherr,,,,Balta,,Be kameros,,0.66,0.77,,,LG
868,"Šaldytuvas Upo FNE6195WE kaappipakastin, valkoinen",545.99,Upo,Pastatytas,C,Internal touch control LCD,Balta,175.0,Šaldytuvas su apatiniu šaldikliu,177.0,55.9,54.6,166,B,Liebherr
869,ETA | Šaldytuvas | ETA254690000E | Energy efficiency class E | Free standing | Double Door | Height 142.6 cm | Šaldytuvas net capacity 169 L | Šaldiklis net capacity 37 L | 40 dB | Baltas,245.99,Eta,,,,Balta,,,,0.64,0.78,,,Upo
870,Šaldytuvas Snaigė CC29SM-T100FE,389.99,Snaigė,Laisvai statomi,E,,Balta,169.0,Šaldytuvai su šaldikliu viršuje,142.6,,,,,Eta
871,Šaldytuvas Liebherr ICBNdi 5183 Peak BioFresh NoFrost,2459.99,Liebherr,Laisvai pastatomos,,Mechaninis,Balta,,Saugykla,,60.0,65.0,102,C,Snaigė
872,"MPM SMK-03 - mini kitchen, 4-in-1 household appliance set",635.99,MPM,Įmontuojami,D,,,,Su kamera apačioje,1.829,,,,,Liebherr
873,Šaldytuvas Liebherr IRBSe 4120,979.99,Liebherr,Įmontuojami,E,,Sidabrinė,,Mini,94.0,,,,,MPM
874,Goddess Šaldytuvas | GODRSE085GS8SSE | Energy efficiency class E | Free standing | Larder | Height 85 cm | Šaldytuvas net capacity 90 L | 39 dB | Sidabrinis,149.99,Goddess,Pastatytas,E,Internal touch control LCD,Balta,190.0,Fridge without freezer,122.0,56.0,55.0,143,B,Liebherr
875,"Šaldytuvas Bsh Fclch Chuzhou Serija 6, Prancūziško tipo apačioje montuojamas šaldiklis, 5 durų, 183 x 90.5 cm, Šlifuotas plienas, atsparus pirštų atspaudams KFI96APEA",2799.99,,,,,,,,,,,,,Goddess
876,SHARP SJFBA11DMXWEEU Šaldytuvas,439,Sharp,Įmontuojami,,,Sidabrinė,,Šaldikliai,183.0,,,,,Bsh Fclch Chuzhou
877,MPM Šaldytuvas 246L (balta),269.99,MPM,,,,,,,,,,,,Sharp
878,"Šaldytuvas Balta šaldymo vitrina Arktic Hendi 98L, su 4 lentynomis",789.99,Arktic,Laisvai statomi,E,,Balta,246.0,Laisvai pastatomas,,59.00,56,,,MPM
879,"Šaldytuvas Arktic Stiklinė šaldymo vitrina su 2 lentynomis, 58 L",695.99,Arktic,,,,Balta,98.0,Vitrina,,,,,,Arktic
880,Šaldytuvas Electrolux LFB2AE88S1,399.99,Electrolux,,,,,58.0,Vitrina,,,,,,Arktic
881,Šaldytuvas LG GBB72MBVCN1,819.37,LG,Pastatytas,E,Jutiklinis valdymas,Balta,109.0,Fridge with freezer inside,87.3,54.8,54.9,143,,Electrolux
882,LIEBHERR SIBP 1650 Įmont. šaldytuvas,939.99,Liebherr,,C,,Sidabrinė,,Su kamera apačioje,,,,,,LG
883,Šaldytuvas Hoover HOBL5519EVW,595.99,Hoover,Įmontuojami,A+++,,Balta,84.0,Mini,87.4,,,,,Liebherr
884,Šaldytuvas Liebherr CBNbsd 578i,1879.99,Liebherr,,E,,Balta,,,193.5,100.00,,,,Hoover
