id,title,price,brand,Combined_remas,Combined_paskirtis,Combined_tipai,Combined_skersmuo,Combined_gears,Combined_gearsI
611,Dviratis 20 elektrinis Engwe M20 750Wh dviguba baterija žalias,1299,Engwe,Aliuminis Vyriškas,,,28,Shimano GRX RD-RX812 Shimano ST-RX810,1
612,Dviratis 28 CLASSIC CLASSIC GRAVEL DISC 49 žalias classic,1321.01,CLASSIC,Aliuminis Unisex,,Vieta,27.5,Shimano 9-speed Shimano 9-speed Išorinės,1
613,"Dviratis 27,5 elektrinis Engwe P275 ST baltas",1449,Engwe,Aliuminis Unisex,,Sulankstomi,20,Shimano Altus 8-pavarų Shimano Altus Išorinės,1
614,Dviratis 20 elektrinis sulankstomas Engwe Engine PRO 2.0 832Wh žalias,1499,Engwe,Aliuminis Moteriškas,,,28,Shimano Tourney TY-300 Shimano Revo SL-RS36 Išorinės,1
615,Dviratis 28 CLASSIC AVENUE 7 EQ 28 baltas classic,507,CLASSIC,Aliuminis Vyriškas​,Vyrams,,28,Shimano Tourney Shimano ST-EF41 Išorinės,3
616,Dviratis 28 CLASSIC STREET 21 MEN 28 etallic classic,487,CLASSIC,Aliuminis Moteriškas​,,,28,Shimano Nexus 7-speed Nėra Vidinės,1
617,Dviratis 28 CLASSIC AVENUE 7 NEXUS EQ 28 light pilkas classic,609.01,CLASSIC,Aliuminis Vyriškas​,,,28,"Shimano Claris RD-R2000, long cage Shimano Claris SL-R2000, 2x8-speed Išorinės",2
618,Dviratis 28 BERGAMONT SWEEP 4 EQ 52 juodas bergamont,999,Bergamont,Aliuminis,Vaikams,,24,Shimano Tourney TY-300 Shimano 7-speed,
619,Dviratis 24 CLASSIC PRO 24 GIRL 24 auksinis classic,467,CLASSIC,,,,,,
620,GZR Striv-e 28 -sähköpyörä,1235.99,GZR,,"Moterims

Vyrams

Paaugliams",,,,
621,"GZR Caricar-e -sähköpyörä, 20",3169.99,GZR,Aliuminis Vyriškas,Paaugliams,,28,"microSHIFT Advent X microSHIFT Advent X, 10-speed",1
622,"Dviratis 28"" Cannondale TOPSTONE 4 (C15902U10/BLK)",1349.90,Cannondale,Aliuminis,,,20 20,Vidinės,1
623,"Dviratis 20"" Pegasus sulankstomas Alu Easy Step 3-G žalias/chrom",699.95,Pegasus,Aliuminis,,,20 20,Vidinės,1
624,"Dviratis 20"" Pegasus sulankstomas Alu D3A Low 3-G Nexus melsvas/šv.pilkas",699.95,Pegasus,Aliuminis,,,20 20,Vidinės,Alu/Stahl 38
625,"Dviratis 20"" Pegasus sulankstomas Alu Easy Step 7-G juoda/balta",799.95,Pegasus,Aliuminis,Vaikams,,24 24,microSHIFT RD-M21L,1
626,"Dviratis 24"" GT Stomper Prime sidabrinis G54501U30",469.90,GT-,Aliuminis,,,20 20,Vidinės,1
627,"Dviratis 20"" Pegasus sulankstomas Alu D7A Low 7-G juoda/chrom",799.95,Pegasus,Karboninis Vyriškas,,Kalnų MTB pilnos amortizacijos,29 29,Nėra Elektrinės Vidinės,1
628,"Dviratis elektrinis 29"" Bulls VUCA EVO AM 2 Fully 12g pilkas",8699,Bulls,Aliuminis Unisex,Paaugliams,Vieta,27.5 27.5,Shimano Nexus 5 Nėra 8 Vidinės,8 1
629,"Kita Dviratis 27,5"" elektrinis FLLUID-1S EU dark pilkas NEXUS",5495,Kita,Aliuminis Vyriškas,,Kalnų MTB,29 29,"Shimano Deore, 10 greičių Shimano Alivio Išorinės",1
630,"Dviratis 29"" elektrinis Bulls Sonic EVO 1 750Wh 10 g juodas matinis",4399,Bulls,Aliuminis,,,24 24,Vidinės,1
631,"Dviratis 24"" Pegasus sulankstomas Alu D7A Low 7-G balta/pilka",849.95,Pegasus,Aliuminis Unisex,Moterims,Vieta,28 28,Nėra Enviolo CVT Vidinės,1
632,"Dviratis 28"" elektrinis Tenways AGO T 250Wh unisex juodas 48cm one size",2749,Tenways,,Paaugliams,,27.5,9,9
633,"Beaster Scooter El. Dviratis BEASTER, BS36B",1729.90,Beaster Scooter,Aliuminis Unisex,,Sulankstomi,20,Shimano 8-pavarų Shimano 8 Išorinės,8 1
634,Dviratis 20 elektrinis sulankstomas Engwe Engine PRO 750Wh mėlynas,1579,Engwe,,"Moterims

Vyrams",,20,,
635,Elektrinis paspirtukas Manta MES2001L,859.99,Manta,Aliuminis Moteriškas,Moterims,Kalnų MTB,26,Shimano Tourney 7-speed Shimano Tourney 7 Išorinės,7 1
636,Dviratis 26 elektrinis Engwe E26 ST moteriškas 750Wh geltonas,1399,Engwe,Aliuminis L(18.5) 18.5 ALLOY,Vyrams,,29,18,18
637,Dviratis Merida BIG.NINE 60-2X race red-L(18.5) (Dydis: L(18.5)),798.90,Merida,"Aliuminis 19"" / M 19 ALLOY",Moterims,,,7,7
638,"Dviratis Romet Orkan M Lite 28"" 2023 juodas-auksinis-19"" / M (Dydis: 19"" / M)",244.90,Romet,,,,,,
639,Radvik stikke dviratininkų pirštinės 92800356994,21.36,Radvik,,,,,,
640,Radvik stikke dviratininkų pirštinės 92800357000,21.36,Radvik,,,,,,
641,Radvik dvrege JR šalmas 92800407748,38.01,Radvik,,,,,,
642,Radvik Rindal dviračių pedalai 92800407576,47.33,Radvik,,,,,,
643,Radvik kurer šalmas 92800407738,54.91,Radvik,,,,,,
644,Dviračių pirštinės Spokey Fun RD Jr XS SPK-941020,20.54,Spokey,,,,,,
645,Spokey Bolster L W fitneso pirštinės SPK-943721,29.83,Spokey,,,,,,
646,Spokey naujos Lady Fit S W fitneso pirštinės SPK-943726,24.55,Spokey,,,,,,
647,Dunlop 5 vadovaujama galinė ciklo šviesa 249353,20.31,Dunlop,,,,,,
648,City/Gravel bike MMR METRO - Juodas N Sidabrinis - dydis L / 23/2024,1079.99,MMR,,,,,,
649,Body Sculpture Smart BC2929 sulankstomas magnetinis dviratis,239.56,Body Sculpture,,,,,,
650,Meteor Safe City Junior dviratininkų pirštinės 26178-26179-26180,19.61,,,Vaikams,,,,
651,Dunlop butelis su rankena 750ml 04272,19.03,Dunlop,,,,,,
652,Smj Globber Naujas raudonasis Explorer Trike 4in1 632-102-2 dviratis,174.74,Globber,,,,,,
653,Dviratininko šalmas Spokey Spectro 58-61 cm 922190,48.88,Spokey,,,,,,
654,Meteor Gruver dviratininko šalmas 24800-24802,40.52,,,,,,,
655,Meteor Bolter In-Mold dviratininko šalmas 24772-24773,43.87,,,,,,,
656,Meteor Bolter In-Mold dviratininko šalmas 24774-24775,43.87,,,Vaikams,,,,
657,Dviračių pirštinės 4F H4L22-RRU003 55S,21.62,,,,,,,
658,Meteor dviratininko šalmas PNY11 Jr 25231,37.82,,,,,,,
659,Globber XS 2+ Jr dviratininkų pirštinės 528-004,22.58,Globber,,,,,,
660,Radvik runde jr Jr dviratininkų pirštinės 92800357019,24.07,Radvik,,,,,,
661,adidas Tiro SG klubo apsauginės juostos HN5601,29.98,Adidas,,Vaikams,,,,
662,Meteor Street dviratininko šalmas 25217,47.36,Street,,,,,,
663,Globber Jr šalmas 505-101,40.23,Globber,,,,,,
664,Globber XS 2+ Jr dviratininkų pirštinės 528-006,22.58,Globber,,Vaikams,,,,
665,Globber XS 2+ Jr dviratininkų pirštinės 528-005,22.58,Globber,,Vaikams,,,,
666,Globber Jr šalmas 505-102,40.23,Globber,,,,,,
667,Globber Violet Jr šalmas 505-104,40.23,Globber,,,,,,
668,adidas X SG treniruočių apsaugos HN5616,26.07,Adidas,,Vaikams,,,,
669,Schwinn 590U programuojamas dviratis 100952,1511.04,,,Vaikams,,,,
670,Šalmas Globber Sky Mėlyna Jr 506-101,48.43,Globber,,,,,,
671,Globber Go Bike Elite Air krosinis dviratis 714-206,112.28,Globber,,,,,,
672,Globber GO BIKE ELITE 710-100 krosinis dviratis,90.74,Globber,,,,,,
673,Globber GO BIKE ELITE krosinis dviratis 710-102,90.74,Globber,,,,,,
674,Spokey Inpel magnetinis treniruoklis 929093,133.44,Spokey,,Vaikams,,,,
675,Dunlop 2in1 dviračio žibintas 472843,35.40,Dunlop,,,,,,
676,Vaikiškas krosinis dviratis ir paspirtukas 2-in-1 Spokey WOO-RIDE MULTI 940906 mėlynas,46.07,Spokey,,,,,,
677,Radvik Vox M dviratininkų pirštinės 92800404778,30.53,Radvik,,,,,,
678,Dviračių šalmas Spokey Pointer Pro 55-58 cm 941266,78.79,Spokey,,,,,,
679,Spokey Pumptrack dviratininko šalmas SPK-940957 54-58 cm dydžio,52,Spokey,,,,,,
680,Mountain bike MMR RAKISH SL 10 - Juodas N Copper dydis L / 2024,4959.99,MMR,,,,,,
681,Radvik galinis dviračio žibintas Leirvik 92800314900,25.52,Radvik,,,,,,
682,Dviračių pirštinės 4F U058 4FSS23AFGLU058 20S,32.52,,,,,,,
683,Globber daugiaspalvė LED šviesa 522-110 HS-TNK-000009195,20.29,Globber,,,,,,
684,Globber daugiaspalvė LED šviesa 522-100 HS-TNK-000009196,20.29,Globber,,,,,,
685,Globber Suaugusiųjų šalmas HS-TNK-000013850,53.13,Globber,,,,,,
686,Magnetinis dviratis Body Sculpture BC 6792,437.39,Body Sculpture,,,,,,
687,Bėgimo dviratis TCV-T700 HS-TNK-000008334,27.05,,,Vaikams,,,,
688,SMJ sport AN-465 fitneso pirštinės HS-TNK-000008434,19.33,Smj Sport,,Vaikams,,,,
689,Globber GO Bike DUO krosinis dviratis / Balta - Nauja raudona 614-202-2,71.92,Globber,,Vaikams,,,,
690,šalmas Globber Jr 505-100,40.23,Globber,,,,,,
691,"Dviračio šalmas, vaikiškas Puppy 80122",35.59,,anglies,ES,,,,
692,adidas Tiro SG League futbolo kamuolio apsaugos IP4000/L,37.66,Adidas,aliuminis,,,,,
693,City/Gravel bike MMR METRO - Juodas N Sidabrinis - dydis S / 23/2024,1079.99,MMR,,"Moterims

Vyrams

Paaugliams",,,,
694,Mountain bike MMR RAKISH 50 - Juodas N Raudona dydis S / 23/2024,1739.99,MMR,,,,,,
695,Mountain bike MMR WOKI 10 - Sidabrinis N Juodas - dydis S / 23/2024,735.99,MMR,,,,,,
696,"GZR Bollir-e 20 -sähköpyörä, 43 cm",1815.99,GZR,,,,,,
697,Šalmas Radvik STAD,64.71,Radvik,,,,,,
698,Šalmas Radvik Fulljack,130.97,Radvik,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,28,3,3
699,Stumdukas šviesiai žalias,77.85,,Plienas 10.6,Vaikams,,16,,
700,Uvex Kid 2 Kids baltas-žalias dviračio šalmas vaikams,61.22,,,,,,,
701,"Dviratis Romet Art Deco Classic 28"" Alu 2022 pilkas-18"" / M (Dydis: 18"" / M)",451.39,Romet,,,,,,
702,"Dviratukas mergaitei Dino Barbie No Limit 16'' 27 cm, balta/rožinė",149.99,Dino,,,,,,
703,"dviračio spyna, Armored Flex 1500/22 šarvuota grandinė 0SFA0150022.14N2ZP",34.45,Flex,,,,,,
704,Dviračio skambutis Dunlop 76 mm 2040285“,17.11,Dunlop,,,,,,
705,dviračio užraktas Gerda U-Lock Ultra Plus 320/165W OSUL0320165 06W2XP,33.05,Gerda,,,,,,
706,dviračio spyna Gerda Contra“ 1200/8V OSCN0120008 06V2XP,41.31,Gerda,,,,,,
707,Šalmas Fitanu Flow Pro Ert Fidlock,80.25,Fidlock,,,,,,
708,Kepurė Coolslide Elmo Jr,34.48,Kepurė,,,,,,
709,Radvik Hilder W dviratininkų pirštinės 92800356947,27.32,Radvik,,,,,,
710,adidas X SG lygos apsauginės juostos HZ7276,34.33,Adidas,,,,,,
711,Radvik runde W dviratininkų pirštinės 92800356976,24.07,Radvik,,Paaugliams,,,,
712,Radvik Myte W Pirštinės 92800493076,30.76,Radvik,,,,,,
713,HMS MP6590 Oro laivas,304.33,,Aliuminis 17.7,Paaugliams,,26,7,7
714,"GZR Bell-e SR sähköpyörä, 45 cm",1819.99,GZR,,,,,,
715,"dviračio kamera 24 x 1,95 / 2,125 AV35",17.39,,,,,,,
716,Motus City Balta,935.99,Motus,,Paaugliams,,27.5,21,21
717,adidas Tiro SG treniruočių futbolo protektoriai HN5605,30.73,Adidas,Aliuminis ALLOY,Vaikams,,,9,9
718,"Dviračio priekaba, juodos ir raudonos spalvos, 65kg",191.92,,,,,,,
719,"Kalnų dviratis, raudonas, 21 greitis, 27,5 colių ratai",241.29,vidaXL,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,,7,7
720,Dviratis Cube Acid 200 SLX teamline 2023,538.90,Cube,21.7,,,,,
721,Dviratis 20 elektrinis Engwe LE20 mėlynas dviguba baterija,1999,Engwe,,Paaugliams,,26,21,21
722,"Dviratis Romet Wagant 4 28"" 2023 juodas-pilkas-21"" / L (Dydis: 21"" / L)",461.78,Romet,23.2,,,,,
723,"Fiksuotos pavaros dviratis, juodas ir žalias, 700c, 55cm",243.49,vidaXL,23.2,,,,,
724,"Kalnų dviratis, raudonas, 21 greitis, 26 colių ratai",326.73,vidaXL,,Paaugliams,,26,21,21
725,"Fiksuotos pavaros dviratis, baltas ir mėlynas, 700c, 59cm",243.49,vidaXL,20.1,,,,,
726,"Fiksuotos pavaros dviratis, baltas ir oranžinis, 700c, 59cm",243.26,vidaXL,,Paaugliams,,26,21,21
727,"Kalnų dviratis, raudonas, 21 greitis, 26 colių ratai",236.12,vidaXL,,,,,,
728,"Fiksuotos pavaros dviratis, baltas ir mėlynas, 700c, 51cm",240.71,vidaXL,,,,,,
729,"Kalnų dviratis, raudonas, 21 greitis, 26 colių ratai",241.70,vidaXL,,,,,,
730,Nagrinėjimai adidas Messi SG Mtc Jr IS5599,34.09,Adidas,,,,,,Taip
731,Spokey Specus horizontalus magnetinis dviratis 928658,278.57,Spokey,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,28,,
732,LED lemputė + garsinis signalas Globber Mini Buzzer 530-100 DE1,28.96,Globber,,Vaikams,,,,
733,Vaikiškas dviračio šalmas su nuimama skydeliu Rockbros TT-32SOYB-S dydis S - geltonai oranžinis,56.07,Rockbros,,Vaikams,,,,
734,"Dviratis Romet Wagant 5 28"" 2023 navy mėlynas-sidabrinis-23"" / XL (Dydis: 23"" / XL)",508.90,Romet,,Vaikams,,,,
735,LIONELO bėgimo dviratukas Bart Tour Pilkas Stone,158.51,Lionelo,,,,,,
736,Vaikiškas vežmėlis ASTON HAPPY SHAPES,177.46,,,,,,,Taip
737,5684 Qplay Dviratis dviratinis Feduro žalias,94.92,Qplay,,,,,,Taip
738,Qplay Dviratis Racer red,144.60,Qplay,21.7,,,,,
739,Rockbros silikono gelio dviračio sėdynės užvalkalas dydis M – juodas,15.42,Rockbros,,,,,,
740,Rockbros fotochrominiai akiniai su UV400 apsauga - mėlyni,26.55,Rockbros,,,,,,
741,"Fiksuotos pavaros dviratis, baltas ir žalias, 700c, 55cm",243.49,vidaXL,Aliuminis Vyriškas,Vyrams,Hibridiniai/Krosiniai,29 29,Shimano Deore 10-greičių Shimano 10-greičių Išorinės,1
742,"Dviratis 27,5 elektrinis Bulls ZEMO SU-E FS12+ Fully 750Wh 12g juodas",5999,Zemo,,Moterims,,,,
743,Milly Mally Bėgimo dviratis RANGER flash navy,101.27,Milly Mally,Aliuminis M(17) 17 ALLOY,Paaugliams,,27.5,18,18
744,"Dviratis 29"" elektrinis Tenways AGO X 250Wh vyr. pilkas matinis",2398,Tenways,,"Moterims
Vyrams",,,,
745,"Baana Manta 28 -hybridipyörä, 24-vaiht., violetti",595.99,Baana,,"Moterims

Vyrams",,,,
746,Dviratis Merida MATTS 7.60-2X matt cool pilkas-M(17) (Dydis: M(17)),758.90,Merida,Aliuminis M(17) 17 ALLOY,Vyrams,,29,16,16
747,"Beaster Scooter El. Dviratis BEASTER, BS17B",1194.90,Beaster Scooter,anglies,,,,,50/34
748,"Xiaomi Elektrinis dviratis HIMO Z16 MAX, Baltas (SPEC)",685.37,Xiaomi,anglies,,,,,48/31
749,Dviratis Merida BIG.NINE 20-2X teal-mėlynas-M(17) (Dydis: M(17)),698.90,Merida,anglies,,,,,48/31
750,MMR MPN,4319.99,MMR,anglies,,,,,50/34
751,MMR MPN,2535.99,MMR,anglies,,,,,50/34
752,MMR MPN,2535.99,MMR,anglies,,,,,34
753,MMR MPN,3199.99,MMR,anglies,,,,,50/34
754,MMR MPN,3839.99,MMR,Aliuminis,ES,,,,
755,MMR MPN,3439.99,MMR,anglies,,,,,50/34
756,MMR MPN,2879.99,MMR,anglies,,,,,50/34
757,Road bike MMR GRIP 00 - Raudona N Juodas - dydis M / 23/2024,1399.99,MMR,anglies,,,,,50/34
758,MMR MPN,2879.99,MMR,anglies,,,,,50/34
759,MMR MPN,2879.99,MMR,anglies,,,,,48/35
760,MMR MPN,2879.99,MMR,anglies,,,,,50/34
761,MMR MPN,2719.99,MMR,anglies,,,,,50/34
762,MMR MPN,4039.99,MMR,anglies,,,,,50/34
763,MMR MPN,3839.99,MMR,anglies,,,,,50/34
764,MMR MPN,3839.99,MMR,anglies,,,,,52/36
765,MMR MPN,2719.99,MMR,,,,,,
766,MMR MPN,3359.99,MMR,,Vaikams,,,,2
767,MMR MPN,7715.99,MMR,,,,,,3
768,Rockbros 16220006003 L odinės motociklininko pirštinės - juodos,30.46,Rockbros,,,,,,
769,Kinderkraft Bėgimo dviratis XPLOIT MOONSTONE Sidabrinis,152.90,Kinderkraft,,Vaikams,,,,
770,Kinderkraft Triratukas šviesiai smėlinės spalvos,67.99,Kinderkraft,"Aliuminis 21"" / XL 21 ALLOY",Paaugliams,,27.5,,
771,"Elektrinis dviratis Fiido X, 20"", 250W, mėlynas",1299.99,Fiido,Aliuminis ALLOY,Vaikams,,,1,1
772,Baby Mix Dviratis balancinis Trike Fix X2 12'' žalias,88.44,Baby Mix,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,28,7,7
773,"Dviratis Romet Rambler R7.2 27.5"" 2023 navy mėlynas-21"" / XL (Dydis: 21"" / XL)",566.57,Romet,HI-TEN STEEL HI-TEN STEEL,"Moterims
Vyrams",,20,,
774,Dviratis Cube Cubie 160 RT žalias'n'juodas 2023,338.90,Cube,Aliuminis M(17) 17 ALLOY,Vyrams,,29,16,16
775,"Dviratis Romet Wagant 2 28"" 2023 graphite-yellow auksinis-23"" / XL (Dydis: 23"" / XL)",388.90,Romet,"Aliuminis 19"" / L 19 ALLOY",Moterims,,,7,7
776,"Dviratis AZIMUT Fold 20"" 2023 burgund semi-matt",262.80,Azimut,"Aliuminis 17"" / M 17 ALLOY",Paaugliams,,,7,7
777,Dviratis Merida BIG.NINE 20-2X matt dark sidabrinis-M(17) (Dydis: M(17)),698.90,Merida,"Aliuminis 18"" / M 18 ALLOY",Moterims,,,,
778,"Dviratis Romet Orkan D 28"" 2023 pink-baltas-19"" / L (Dydis: 19"" / L)",318.90,Romet,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,,7,7
779,"Dviratis Romet Jolene 7.0 27.5"" 2023 mėlynas-pink-17"" / M (Dydis: 17"" / M)",368.90,Romet,,"Moterims
Vyrams",,,,
780,"Dviratis Romet Orkan 2 D 28"" 2023 violet-baltas-18"" / M (Dydis: 18"" / M)",418.80,Romet,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,28,3,3
781,"Dviratis Romet Rambler R6.1 JR 26"" 2023 mėlynas-žalias-juodas-19"" / L (Dydis: 19"" / L)",318.90,Romet,,,,,1,1
782,"Elektrinis dviratis ADO A20F Beast, Smėlio spalvos",1349.89,ADO,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,28,,
783,"Dviratis Romet Vintage Classic D 28"" Alu 2022 dark turquoise-18"" / M (Dydis: 18"" / M)",304.89,Romet,Aliuminis 50 cm / S ALLOY,Moterims,,,10,10
784,Raudonas reguliuojamas vienaratis 16 col.,85.49,vidaXL,,Vaikams,,27.5,,
785,"Dviratis Romet Wagant 5 28"" 2023 navy mėlynas-sidabrinis-21"" / L (Dydis: 21"" / L)",489.86,Romet,"Aliuminis 19"" / 29 / L 19 ALLOY",Vyrams,,19,12,12
786,Dviratis Cube Nature EXC polarsilver'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),1058.90,Cube,,,,,,
787,"HIMO C30R, elektrinis dviratis, pilkas",1228.90,Himo,,,,,,
788,"Elektrinis dviratis Cube Reaction Hybrid Race 625 29 olive'n'žalias 2023-19"" / 29 / L (Dydis: 19"" / 29 / L)",2788.90,Cube,,,,,,
789,"Elektrinis dviratis DYU C3, 14"", 250W, juodas",549.99,DYU,,,,,,
790,"Elektrinis dviratis Drvetion AT20, 20"", 750W, 10Ah SAMSUNG, pilkas",1189.99,Drvetion,,,,,,
791,"Elektrinis dviratis Laifook Dolphin 14"", 250W, 7,8Ah, baltas",599.99,Laifook,,,,,,
792,"Elektrinis dviratis Drvetion CT20, 20"", 750W, 10Ah SAMSUNG, baltas",1189.99,Drvetion,,,,,7,7
793,"Elektrinis dviratis Cmacewheel M26, 26"", 750W, 17Ah, pilka",1359.99,Cmacewheel,,,,,,
794,"Elektrinis dviratis Jansno X50, 20"", 750W, 14Ah, juodas",1199.99,Jansno,,,,,,
795,"Elektrinis dviratis Samebike 20LVXD30-II, 20"", 350W, 10Ah, baltas",1099.99,Samebike,,,,,9,9
796,"Elektrinis dviratis Cmacewheel J26, 26"", 750W, 17Ah, pilkas",1359.99,Cmacewheel,,,,,,
797,"Elektrinis dviratis Laifook CityFun, 20"", 250W, 10,4 Ah, žalias",1099.99,Laifook,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,,7,7
798,"Elektrinis dviratis Fiido Gravel C21, L, pilkas",1299.99,Fiido,"ALLOY 19"" / M 19 ALLOY",Moterims,,,7,7
799,"Elektrinis dviratis Samebike CY20, 20"", 350W, 12Ah, juodas",999.99,Samebike,"Aliuminis 20"" / L 20 ALLOY",Vyrams,,,,
800,"Dviratis Romet Wagant 28"" 2023 sidabrinis-auksinis-21"" / L (Dydis: 21"" / L)",335.46,Romet,Aliuminis 47 cm / L ALLOY,,,,,
801,"Dviratis Romet Orkan M Lite 28"" 2023 graphite-red-19"" / M (Dydis: 19"" / M)",265.28,Romet,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,,,
802,"Dviratis Romet Rambler R9.3 29"" LTD 2023 baltas-auksinis-20"" / L (Dydis: 20"" / L)",475.82,Romet,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,,7,7
803,Dviratis Merida Matts 60 I1 matt cool pilkas(sidabrinis)-47 cm / L (Dydis: 47 cm / L),749,Merida,HI-TEN STEEL 17 HI-TEN STEEL,Moterims,,28,3,3
804,"Dviratis Romet Orkan 2 M 28"" 2023 light graphite-red-18"" / M (Dydis: 18"" / M)",469,Romet,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,,7,7
805,"Dviratis Romet Wagant 4 28"" 2023 juodas-pilkas-19"" / M (Dydis: 19"" / M)",461.78,Romet,"Aliuminis 14"" / XS 14 ALLOY",,,14,,
806,"Dviratis AZIMUT Vintage 28"" 3-speed 2023 mint-baltas matt",349,Azimut,,Nuo 3 iki 7 metų Vaikams,,,,
807,"Dviratis Romet Wagant 28"" 2023 juodas-sky mėlynas-19"" / M (Dydis: 19"" / M)",335.46,Romet,,"Moterims

Vyrams

Paaugliams",,,,
808,"Dviratis Dviratis Cube Aim ONE 27.5 starlingblur'n'sapphire 2025-14"" / XS (Dydis: 14"" / XS)",579,Cube,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,27,21,21
809,Dviratis nuo 3m iki 7m smarTrike Xtend - mėlynas,299.95,Xtend,"Aliuminis 17"" / M 17 ALLOY",,,,21,21
810,"Baana Suokki 24 -polkupyörä, 1-vaihteinen, musta",269.99,Baana,"Aliuminis 20"" / XL 20 ALLOY",Paaugliams,,27.5,,
811,"Dviratis Romet Wagant 0 2024 dark turquoise-auksinis-23"" / XL (Dydis: 23"" / XL)",349.50,Romet,ALLOY ALLOY,Vaikams,,,3,3
812,"Dviratis Romet Rambler R6.1 JR 2024 mėlynas-žalias-juodas-17"" / M (Dydis: 17"" / M)",311.60,Romet,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,,,
813,"Dviratis Romet Rambler R7.3 27.5"" 2023 juodas-copper-20"" / XL (Dydis: 20"" / XL)",461.78,Romet,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,,,
814,"Dviratis S'COOL chiX twin 20"" 3-speed Aliuminio pink-baby pink",489,Scool,Aliuminis 47 cm / XS ALLOY,,,,,
815,"Dviratis Romet Orkan 3 D Lite 28"" 2023 juodas-pink-20"" / L (Dydis: 20"" / L)",405.64,Romet,"Aliuminis 24"" / 29 / XXL 24 ALLOY",Vyrams,,24,12,12
816,"Dviratis Romet Orkan 3 M 28"" 2023 sidabrinis-juodas-18"" / M (Dydis: 18"" / M)",419.68,Romet,"Aliuminis 20"" / XL 20 ALLOY",,,20,16,16
817,Dviratis Romet Huragan 1 2023 red-juodas-47 cm / XS (Dydis: 47 cm / XS),602.14,Romet,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,,7,7
818,"Dviratis Cube Acid 29 pilkas'n'pearlgrey 2023-24"" / 29 / XXL (Dydis: 24"" / 29 / XXL)",1023.22,Cube,Aliuminis 43 cm / M ALLOY,,,,,
819,"Dviratis Romet Rambler FIT 26 2024 juodas-mėlynas-20"" / XL (Dydis: 20"" / XL)",419.68,Romet,Aliuminis 53 cm / S ALLOY,Paaugliams,,,10,10
820,"Dviratis Romet Wagant 1 28"" 2023 juodas-oranžinis-21"" / L (Dydis: 21"" / L)",349.50,Romet,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,24,24
821,Dviratis Merida Matts 20 I1 lime(race red)-43 cm / M (Dydis: 43 cm / M),619,Merida,Aliuminis 47 cm / L ALLOY,,,,,
822,Dviratis Cube Nuroad Pro FE metalblack'n'pilkas 2023-53 cm / S (Dydis: 53 cm / S),1205.69,Cube,"Aliuminis 21"" / XL 21 ALLOY",Paaugliams,,27.5,,
823,"Dviratis Romet Orkan 3 D 2024 turquoise-baltas-sidabrinis-20"" / L (Dydis: 20"" / L)",475.82,Romet,Aliuminis 51 cm / M ALLOY,,,,,
824,Dviratis Merida Big.Nine 20 VI1 baltas(violetinė)-47 cm / L (Dydis: 47 cm / L),679,Merida,Aliuminis 51 cm / M ALLOY,,,,,
825,"Dviratis Romet Rambler R7.2 27.5"" 2023 sidabrinis-red-pilkas-21"" / XL (Dydis: 21"" / XL)",419.68,Romet,Plieninis,,,29,"Shimano Tourney RD-TY21, 21 pavarų Shimano SL-RS35 Revoshift, 3x7 21",21 3
826,Dviratis Merida Crossway 20 III1 silk steel mėlynas(mėlynas)-51 cm / M (Dydis: 51 cm / M),669,Merida,"Aliuminis 23"" / XL 23 ALLOY",,,23,24,24
827,Dviratis Merida Crossway 20 III1 juodas(sidabrinis)-51 cm / M (Dydis: 51 cm / M),669,Merida,Aliuminis,,,29,"Shimano RD-M2000, 9 pavarų Shimano SL-M2010, 2x9-speed",2
828,Dviratis 29 CLASSIC TEAM 29 21sp baltas classic,487,CLASSIC,"Aliuminis 17"" / 29 / M 17 ALLOY",Moterims,,17,12,12
829,"Dviratis Romet Wagant 5 2024 sidabrinis-pilkas-23"" / XL (Dydis: 23"" / XL)",517.93,Romet,Aliuminis ALLOY,Paaugliams,,26,3,3
830,Dviratis 29 BERGAMONT REVOX 4 Juodas juodas bergamont,799,Bergamont,Aliuminis 47 cm / L ALLOY,,,,,
831,"Elektrinis dviratis Cube Reaction Hybrid Race 625 29 pilkas'n'metal 2023-17"" / 29 / M (Dydis: 17"" / 29 / M)",2805.80,Cube,,"Moterims

Vyrams

Paaugliams",,,,
832,"Dviratis Embassy Havana ALU 26"" 3-speed 2024 cream",599,Embassy,"ALLOY 20"" / XL 20 ALLOY",,,20,24,24
