,id,title,price,brand,Combined_ekrano_rai,Combined_ekrano_dyd,Combined_ekrano_įs,Combined_ekrano_t,Combined_gps,Combined_vidinė,Combined_svor,Combined_g4g
757,758,"Planšetė TAB9 WIFI 10"" 256GB/TAB 9 WIFI Mėlynas BLACKVIEW",199.99,Blackview,,,10.6,,,128,1.2,
758,759,"Planšetė „Blackview Tab9“ 11 colių planšetinis kompiuteris, 256 GB pilkas (TAB9WIFI6 / 256GREY)",185.99,Blackview,,,10.4,,,128,,
759,760,"Planšetė GALAXY TAB A9 8.7"" 64GB/WIFI GRAPHITE SM-X110 SAMSUNG",149.99,Samsung,,,,,,,0.45 375 g,
760,761,"Planšetė TAB70 10"" 4/64GB/TAB70 WIFI Mėlynas BLACKVIEW",103.99,Blackview,,,,,,,1.010000,
761,762,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 2TB su standartiniu stiklu - Space Black",2885.99,Apple,,,,,,,1.120000,
762,763,"Planšetė Microsoft Surface Go 4 10,5 Intel N200 8 GB RAM 256 GB Platina",891.99,Microsoft,,,,,,,1.140000,
763,764,"Planšetė Lenovo ZAAM0163ES 10,6 4 GB RAM 128 GB Pilka",229.99,Lenovo,,,,,,,1.130000,
764,765,"Planšetė GALAXY TAB S6LITE 2024/10.4"" 128GB Pilkas P625 SAMSUNG",339.99,Samsung,,11.0,11.0,IPS,,512.0 512,462.0,
765,766,"Planšetė Planšetinis Kompiuteris Xiaomi Redmi Pad SE 4+64GB WiFi 8.7"" Graphite Pilkas",159.99,Xiaomi,,,"12.4 "" 31,5 cm",,,128,,
766,767,"Planšetė Zebra ET51, 2D, SE4710, USB, BT, Wi-Fi, NFC, Android",1762.46,Zebra,,,10.9,,,,,
767,768,"Planšetė Zebra ET51, USB, BT, Wi-Fi, NFC, Android",1531.86,Zebra,,,"13""",,,512 512,0.879,Ne Ne
768,769,"Planšetė Zebra ET56, USB, BT, Wi-Fi, 4G, NFC, GPS, Android",2059.68,Zebra,1600 x 2560,"11""","11"" - 11,9",Dinaminis AMOLED 2X 120Hz,,256 256,"0,500 0.862",
769,770,"Planšetė Honeywell EDA10A, 2D, USB-C, BT, Wi-Fi, NFC, Android",1129.73,Honeywell,,,,,,,,
770,771,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 512GB – mėlyna",1219.99,Apple,,"11,5",11.5,LCD,,256,"1,00000 650",
771,772,"Planšetė Samsung Tab S8 Plus SM-X800 12,4 128 GB 8 GB RAM Qualcomm Snapdragon 8 Gen 1 Juoda Sidabras",1222.89,Samsung,,,,,,,1.640000,
772,773,"Planšetė Tabletė Samsung Galaxy Tab S7 FE 12.4 ""128 GB Juoda (SM-X510NZAAEUB)",439.99,Samsung,,,,,,,2.390000,
773,774,Planšetė Microsoft Surface Pro10 Intel Core Ultra 5-135U/32GB/512GB/Comm Plat/X93-00004,2189.99,Microsoft,,,,,,,0.860000,
774,775,"Planšetė GALAXY TAB S9 11""/256GB 5G BEIGE SM-X716 SAMSUNG",1058.90,Samsung,,,,,,,2.310000,
775,776,Planšetė Lenovo TAB M8 4th Gen (TB301FU) 3/32GB WiFi (ZAD00069PL) pilka,155.99,Lenovo,,,,,,,3.440000,
776,777,Planšetė Lenovo MPN,275.99,Lenovo,,,,,,,0.770000,
777,778,"Planšetė Zebra ET80, USB, USB-C, BT, Wi-Fi, NFC, Win. 10 Pro",2944.54  €,,,,,,,,2.440000,
778,779,"Planšetė Zebra XPAD L10, 2D, SE2100, BT, Wi-Fi, 4G, NFC, GPS, Android",3135.11,Zebra,,,11.0,,,,1.8,
779,780,"Planšetė Zebra ET55, USB, BT, Wi-Fi, 4G, NFC, Android",1681.60,Zebra,,,,,,64,,
780,781,"Planšetė Zebra XSLATE L10, USB, USB-C, BT, Ethernet, Wi-Fi, Win. 10",3502.65,Zebra,,,,,,,0.68,
781,782,"Planšetė Zebra XSLATE L10, BT, Wi-Fi, GPS, Win. 10 Pro",3433.07,Zebra,,,,,,,0.900000,
782,783,"Planšetė Honeywell EDA71 N6703, 2D, BT, Wi-Fi, Android",1727.41,Honeywell,,,32.0,,,,,
783,784,"Planšetė Zebra ET80, USB, USB-C, BT, Wi-Fi, NFC, Win. 10 Pro",3580.96,Zebra,,,"12.4 "" 31,5 cm",,,256,,
784,785,"Planšetė „Microsoft Surface Pro“ planšetinis kompiuteris, „Win 11“, juodas (ZIA-00022)",1909.99,Microsoft,,,9.0,,,,1.77,
785,786,Planšetė Lenovo Tab M10 (3rd Gen) 4GB 64GB,159.99,Lenovo,,"11,5",11.5,LCD,,128,"1,00000 650",
786,787,"Planšetė TCL 4894461927411 2GB 32GB Juoda 2 GB RAM 10,1 10.1",148.61,TCL,,"11,5",11.5,IPS,,128,"0,70000 520",Taip Taip
787,788,"Planšetė Newland SD100 Orion Plus, 2D, 25.4 cm (10), GPS, USB-C, BT, Wi-Fi, 5G, NFC, Android, kit (USB)",1176.42,Newland,,,10.4,,,,,
788,789,"Planšetė DAHUA LM32-U400P 32"" UHD Monitorius",1255.99,Dahua,,,8'',,,128 128,433,
789,790,"Planšetė „Samsung X806B Galaxy Tab S8+ 5G“ 256 GB (sidabro) 12,4 colio WQXGA+ ekranas / „Octa-Cora“ / 8 GB RAM / 256 GB saugykla / „Android 12.0“",1093.81,Samsung,,,,,,,,
790,791,"Planšetė „Microsoft Surface Pro 9“ planšetinis kompiuteris, „Win 11“, platina (RU8-00005)",1799.99,Microsoft,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,256 256 GB,"0,481 0.896",
791,792,Planšetė Lenovo MPN,269.99,Lenovo,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,256 256 GB,"0,481 0.896",
792,793,"Planšetė LENOVO Tab P11 – MediaTek Helio G99, 11.5"" 2K IPS LTE touch, 6GB, 128GB UFS, ARM Mali-G57,8/13MP,šeda,Android 12L,2Y",279.99,Lenovo,,,10.1,,,,,
793,794,"Planšetė Samsung Galaxy Tab S6 Lite Oxford Gray 2022 Edition 26,31cm (10,4"") (128GB interner Atmintis, 4GB RAM, Android, WiFi)",545.99,Samsung,,,8.7,,,128,,
794,795,"Samsung Planšetė Tab Active 5 EE 8,0'Wifi 6/128GB Žalias",555.99,Samsung,,,"12.4 "" 31,5 cm",,,128,,
795,796,"Teclast Planšetė Teclast M50 Planšetė 10,1"" 6/128 GB WIFI (mėlyna)",165.99,Teclast,,,,,,,,
796,797,"Planšetė Apple iPad 10,9"" Wi-Fi + Cellular 256GB – Pink 10th Gen",725.99,Apple,,,,,,,,
797,798,"Planšetė Apple iPad 10,9"" Wi-Fi + Cellular 256GB – Geltona 10th Gen",724.47,Apple,,,9.0,,,,,
798,799,"Teclast Planšetė M50 10.1"" 6/128 GB WIFI (mėlyna)",145.99,Teclast,1280 x 800,"10,1""","10"" - 10,9",IPS,,256 GB,850 g 0.95,
799,800,"Planšetė - Samsung Tab A9 8.7"" WiFi 8+128GB pilkas.",299.99,Samsung,,,,,,,1.56 1.56,
800,801,"Planšetė Tabletė Samsung Galaxy Tab S8 + 12.4 ""128 GB 5G Sidabrinis (M- X806BZSAEU)",985.99,Samsung,,,10.4,,,64,,
801,802,"Lenovo Tab M10 Plus (3rd Gen) Qualcomm Snapdragon 128 GB 26.9 cm (10.6"") 6 GB Wi-Fi 5 (802.11ac) Android 12 Pilkas",209.99,Lenovo,,,,,,,0.81,
802,803,Planšetė Hewlett Packard (HP) 96 W išmanioji saugojimo baterija,106.99,HP,,,11.0,,,,,
803,804,"Lenovo Tab M9 Planšetė 9"" / 3GB / 32GB",142.99,Lenovo,,,,,,,1,
804,805,"Planšetė Oukitel RT9 10.1"" 6GB 256GB 4G Juodas RT9-BK/OL",205.99,Oukitel,,,"10.1""",IPS,,16,Nėra duomenų,
805,806,Planšetė Microsoft Surface Pro10 i5/16/256 (5G/LTE) W11Pro Platinum,2059.99,Microsoft,,,"24 "" 61 cm",,,64,,
806,807,"Planšetė Samsung Galaxy Tab S6 Lite Wi-Fi (2024) 64GB Mint 10,4"" / WUXGA+ Ekranas / Octa-Core / 4GB RAM / 64GB Atmintis / Android 14.0 / inkl. S Pen",299.99,Samsung,,,"10 "" 25,4 cm",,,16,,
807,808,"Planšetė Lenovo ZA6W0215ES 3 GB RAM 10,1 MediaTek Helio P22T Pilka 32 GB",271.61,Lenovo,,13.0,13.0,IPS,,512.0 512,617.0,
808,809,"Samsung Galaxy Tab A9+ 11"" Planšetė 8GB / 64GB",279.99,Samsung,,,,,,,,
809,810,"Planšetė Oukitel RT3 Pro -tabletti, 128 Gt, musta",209.99,Oukitel,,,"10,9''",,,256,481,Integruota Integruota
810,811,"Planšetinis kompiuteris Denver TIQ-10443WL, Baltos spalvos",130.17,Denver,,,10.1,,,64,0.8,
811,812,"Planšetė Xoro Megapad 2404 V7 24"" 64 GB Juodas (XOR400667)",669.99,Xoro,,,,,,,,
812,813,Sistema interaktyvi Allnet ALLNET posėdžių salė RGB LED Planšetė 10 sp. RK3288 Android 10 ir NFC/RFID,225.99  €,,,,,,,,,
813,814,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 512GB - Kosminė pilka",1289.99,Apple,,11,11.0,IPS,,1024 1000,"1,00000 462",taip taip
814,815,"Apple Magic Klaviatūra iPad Pro 13"" (M4) - RUS White",409.99,Apple,,13.0,13.0,IPS,,512.0 512,617.0,
815,816,"Planšetė Apple iPad 10,9"" Wi-Fi + Cellular 256GB – Mėlyna 10 gen",719.99,Apple,,,"13""",,,1 1024,0.617,Ne Ne
816,817,"Planšetinis kompiuteris Denver TAQ-10465 64 GB, Juodos spalvos",126.69,Denver,,,"13""",,,128 128,0.618,Integruota Integruota
817,818,"Planšetė Zebra ET80, 30.5 cm (12""), 2160 x 1440 pikselių, 512 GB, 16 GB, Windows 10 Pro, Juodas",5659.99,Zebra,,,10.4,,,,,
818,819,"Planšetė „Apple iPad“ 10,9 colio „Wi-Fi“ + 256 GB mobilusis ryšys – sidabrinė 10 kartos",719.99,Apple,,,,,,,1.77,
819,820,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 1TB – violetinė",1455.99,Apple,,,,,,,,
820,821,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 512GB – mėlyna",1289.99,Apple,,,10.2,,,,,
821,822,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 1TB – violetinė",1529.99,Apple,,"25,7 cm (10,1 colio)",10.1,,,64,675 g,
822,823,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 128GB – violetinė",1095.99,Apple,,,,,,,1.5,
823,824,Planšetė ACER P10-11-K0JK MTK MT8183 10.4inch 2K IPS LCD Panel 4GB 64GB eMMC Android (SG)(SIS)(RDKK)1,229.99,Acer,,,11.5,,,128,0.84 520 g,
824,825,"Planšetė Oukitel RT7 Titan 4G -tabletti, 256/12 Gt, musta",415.99,Oukitel,,,,,,,0.5,
825,826,"Planšetė Lenovo Tab M8 Gen4 8 colių planšetinis kompiuteris, 32 GB pilkas (ZABU0140SE)",295.99,Lenovo,,,,,,,,
826,827,"Planšetė Honeywell EDA10A 10.2"" 128 GB 5G Juodas (EDA10A-11BE94N21RK)",1008.54  €,,1280 x 720 (HD),,7,,,8,,
827,828,"Planšetė Samsung SM-T630NZKAEUB 64 GB 10,1 Juoda",659.99,Samsung,,,10.1,,,,864 460,
828,829,"Planšetė Microsoft Surface Pro 10 Commercial (juodas, Windows 11 Pro, 256 GB SSD, 8 GB RAM, Intel® Core? Ultra 5)",1325.99  €,,,,"21,5''",,,,4.2,Ne Ne
829,830,"Planšetė Lenovo ZABF0395ES 11,5 MediaTek Helio G99 4 GB RAM 128 GB Pilka",219.99,Lenovo,,,12'',,,256 256,561,Integruota Integruota
830,831,"Planšetė Oukitel RT9 4G -tabletti, 256 Gt, musta",255.99,Oukitel,,,,,,,1.52,
831,832,"Planšetė Samsung Galaxy Tab S6 Lite 2024 (10.4"", Wi-Fi)",359.99,Samsung,1920 x 1200,10.1,10.4,,,32 GB 32,0.1464 0.3416 0.488 0.488 0.488,B1/2/3/4/5/7/8/12/13/17/20/28/38/40/41/66 B1/2/3/4/5/7/8/12/13/17/20/28/38/40/41/66
832,833,"Planšetė Newland Newland NQuire 750 Stingray Planšetė 1,5 GHz 17,8 cm (7"") 1280 x 800 px Ekran dotykowy Juodas",669.99,Newland,,"10,1",10.1,,,64,"0,80500",taip taip
833,834,"Teclast Planšetė M50 10,1"" 6/128 GB WIFI (mėlyna)",132.99,Teclast,,"10,1",10.1,IPS,,64,"0,90000 928",taip taip
834,835,"Bosto BST-X7 Graphics Planšetė 1920x1080 Windows macOS 21,5 colio",445.99,Bosto,2800 x 1752,"12,4",,,,512 GB,0.1950 0.4550 0.65 0.65 0.65,Taip Taip
835,836,Oukitel Planšetė OT5S 6/256GB 8250 mAh 12 cali mėlyna,249.99,Oukitel,1280x800,"10.1""",,IPS LCD,,128 GB,"0,6 kg 0,538 kg 0,6 kg 0,53 kg",
836,837,Planšetė Microsoft Surface Pro10 256GB (i7/32GB) Platin W11 PRO,2129.99,Microsoft,,,,,,,,
837,838,Planšetė TCL TAB 10 WIFI GEN 2 Dark pilka,144.99,TCL,1280x800,"10.1""",,IPS LCD,,128 GB,"0,6 kg 0,538 kg 0,6 kg 0,53 kg",
838,839,Planšetė UMAX VisionBook 10T LTE,155.99,Umax,,"8,7",8.7,IPS,,4 64,373,taip taip
839,840,Planšetė Kruger & Matz FUN 1008 mėlynas planšetinis kompiuteris,92.99,Kruger & Matz,,"12,4",12.4,LCD,,8 512,"1,00000 700",taip taip
840,841,Planšetė Samsung Galaxy Tab S10+ 5G 12/512GB SM-X826B Sidabrinis,1189.99,Samsung,,,"12.4 "" 31,5 cm",,,256,,
841,842,"Planšetė Blackview Tab 60 WiFi 4GB/128GB, 10.1-inch HD IPS 800x1340, Octa-core 1,8GHz, 5MP Front/8MP Back Camera, Baterija 5100mAh, USB Type-C, Android 14, Mėlyna",120.99,Blackview,,,"11""",,,1 1024,446,Integruota Integruota
842,843,Planšetė Dell LATITUDE 7350 CU7-164U 16GB TNBK 512GB SSD 13.4IN W11P,2119.99,Dell,,,"13""",,,1 1024,0.617,Ne Ne
843,844,"Planšetė Blackview Tab 60 WiFi 4GB/128GB, 10.1-inch HD IPS 800x1340, Octa-core 1,8GHz, 5MP Front/8MP Back Camera, Baterija 5100mAh, USB Type-C, Android 14, Pilkas",120.99,Blackview,1668 x 2420,"11""","11"" - 11,9","Ultra Retina Tandem OLED, 120 Hz, HDR10, Dolby Vision, 1000 nitų (HBM), 1600 nitų",,256 256,"0,446 0.76",
844,845,"Planšetė Xiaomi Redmi Pad SE 8.7” 4G, 4/64GB, Mėlynos spalvos",289.99,Xiaomi,,13,13.0,IPS,,1024 1000,"1,00000 618",taip taip
845,846,Planšetė Doogee T30 Max LTE 8+512GB Graphite Juodas,399.99,Doogee,,13.0,13.0,Tandem OLED,,512.0 512,582.0,
846,847,"Planšetė Tabletė Samsung Galaxy Tab S8 + 12.4 ""256 GB Sidabras (M- X800NZSBEUE)",979.99,Samsung,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,64 GB,"0,477 0.896",
847,848,"iPad Pro 11"" M4 WiFi + Cellular 1TB with Standard glass - Space Black",2099.99,Apple,,,"10.36 "" 26,3 cm",,,128,,
848,849,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 1TB – mėlyna",1529.99,Apple,,8.0,8.0,,,,1034,
849,850,"iPad Pro 11"" M4 WiFi + Cellular 256GB with Standard glass - Space Black",1409.99,Apple,1340x800,"9,0""","9"" - 9,9''",IPS,,64 64,"0,344 0.7",
850,851,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 1TB – Starlight",1689.99,Apple,,,Netaikoma,,,64 64,450,Integruota Integruota
851,852,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 512GB su standartiniu stiklu – sidabrinė",1975.99,Apple,,,"21.51 "" 54,6 cm",,,64,,
852,853,"Planšetė Apple iPad 10,9"" Wi-Fi 64GB – sidabrinė 10 gen",399.99,Apple,,,10.1,,,,1220 840,
853,854,"Planšetė Chuwi CWI559 10,4 Qualcomm Snapdragon 680 Juoda juodas 128 GB",213.47,Chuwi,,,14.6,,,,,
854,855,Planšetė Amazon Echo Show 8 3RD GEN 8 Juoda,148.99,Amazon,,,,,,,,
855,856,Planšetė Lenovo M9 4 GB RAM 3 GB RAM 9 MediaTek Helio G80 Pilka 32 GB,127.99,Lenovo,,,,,,,1.54 1.54,
856,857,Planšetė BLOW KidsTAB8 4G planšetinis kompiuteris 4/64GB mėlynas dėklas,102.99,Blow,,,"25,65 cm (10,1 colio)",IPS,,32,0.5,
857,858,Planšetė Xoro Xoro MegaPAD 2154 V7,639.99,Xoro,,,11.0,,,128,,
858,859,"Teclast Planšetė P30T Kids 10.1"" 4/64 GB WIFI (mėlyna)",114.99,Teclast,1280 x 800,8 colių 1280 x 800 IPS,"8"" - 8,9",IPS,,64 64,"0,560 1.2",
859,860,"Planšetė Samsung X926B Galaxy Tab S10 Ultra 5G Moonstone Pilkas 14,6"" / Octa-Cora / 12GB RAM / 512GB Atmintis",1585.99,Samsung,,,,,,,0.415 375 g,
860,861,Planšetė Xiaomi Redmi Pad SE 8.7 Sky Mėlyna 4/128 GB,259.99,Xiaomi,,,11.0,,,128,0.55 490 g,
861,862,Planšetė Microsoft Surface Pro10 i7/32/512 (5G/LTE) W11Pro Platinum,2879.99,Microsoft,,13,13.0,IPS,,512 512,"1,00000 618",taip taip
862,863,Planšetė Denver Electronics TIQ-10494 2GB 32GB Juoda 32 GB 10.1,121.26,Denver,1920 x 1280,"10,5""","10"" - 10,9",Pixel Sense,,128 128,"0,521 1.12",
863,864,Planšetė TCL 9466X4-2CLCWE11 128 GB 4 GB RAM,259.99,TCL,,,8.0,,,,0.6 500 g,
864,865,"Planšetė - Ulefone Armor Pad 8"" 4GB.",185.99,Ulefone,,,1.0,,,,,
865,866,"Planšetė - Xiaomi Redmi Pad SE 4+64GB Wi-Fi 8.7"" Sky Mėlyna",159.99,Xiaomi,,,"24 "" 61 cm",,,,,
866,867,"Planšetė Xiaomi Pad 6 11"" 6/128GB Wi-Fi, Šampano spalvos",288.80,Xiaomi,,,"10 "" 25,4 cm",,,32,,
867,868,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 512GB - Kosminė pilka",1455.99,Apple,,,8.7,,,64,0.4,
868,869,"Planšetė Microsoft Surface Go 4 10,5 Intel N200 8 GB RAM 128 GB Platina",774.99,Microsoft,1920 x 1200,"11""","11"" - 11,9",IPS,,128 128,"0,465 0.82",
869,870,"Planšetė GALAXY TAB ACTIVE5 5G/8"" 256GB Žalias SM-X306 SAMSUNG",506.63,Samsung,1340x800,"9,0""","9"" - 9,9''",IPS,,64 64,"0,344 0.7",
870,871,Planšetė OnePlus Pad 2 12.1 12GB RAM 256GB WiFi with Folio Case - Nimbus Pilkas,502.80,OnePlus,,,"14 "" 35,6 cm",,,16,,
871,872,Planšetė Allnet ALLNET High Performance Ekranas 24 col. Android 12 RK3588 HDMI In Farbe baltas be PoE,705.99,Allnet,,,8.0,,,,0.6 500 g,
872,873,Planšetė Allnet ALLNET Medical PoE Planšetė 10 col. mit RK3288 Android 10 2GB/32GB,225.99,Allnet,2304 x 1440,"10,9""","10"" - 10,9","IPS LCD, 90Hz",,128 128 GB,"0,523 0.9",
873,874,"Planšetė - Samsung Tab 4+64GB 8.7"" LTE Graphite",165.99,Samsung,,,,,,,1.660000,
874,875,"Planšetinis kompiuteris Lenovo Tab M11, 11"", 4GB / 128GB, 4G LTE, Pilkos (Luna Grey) spalvos (ZADB0034SE)",179,Lenovo,,,,,,,0.810000,
875,876,Planšetė Lenovo M9 4 GB RAM 3 GB RAM 9 MediaTek Helio G80 Pilka 32 GB,127.99,Lenovo,,,13.0,,,,,
876,877,System interaktywny Allnet ALLNET Touch Ekranas Planšetė 14 col. PoE mit 4GB/16GB RK3566 Android 11 juodas,465.99,Allnet,,,,,,,1.110000,
877,878,"Planšetė GALAXY TAB ACTIVE5 5G/8"" 256GB Žalias SM-X306 SAMSUNG",506.63,Samsung,,,,,,,0.570000,
878,879,Planšetė Galaxy Tab S9 Samsung SM-X510NZAAEUB 8 GB RAM 128 GB Juoda,439.99,Samsung,,,,,,128,,
879,880,"Planšetė Zebra ET85, USB, USB-C, powered-USB, BT, Wi-Fi, 4G, NFC, GPS, Win. 10 Pro",3580.96,Zebra,,,21.5,LED,,64,3.800 kg,
880,881,"Planšetė Zebra ET40, 2D, SE4100, USB, USB-C, BT, NFC, Android, GMS",894.92,Zebra,1200 x 1920,"11""","10"" - 10,9",IPS,,256 GB,"0,503 1.34",
881,882,Planšetė Allnet ALLNET Medical PoE Planšetė 13 col. mit RK3568 Android 11 4GB/16GB,439.99,Allnet,,,"11,6''",,,,1.5,Ne Ne
882,883,"Planšetė Zebra ET51, USB, BT, Wi-Fi, NFC, 10 IoT Enterprise",1790.50,Zebra,,,,,,,0,
883,884,"Planšetė Zebra ET40, 2D, SE4100, USB, USB-C, BT, NFC, Android, GMS",831.57,Zebra,,,,,,,1.52,
884,885,,,,,,11.0,,,,,
885,886,Planšetė Xiaomi Redmi Pad SE 8.7 4/128GB LTE Graphite Pilkas,169.99,Xiaomi,,,,,,,,
886,887,"Planšetė ELO Touchsystems Elo I-Series 4 STANDARD, Android 10 su GMS, 21,5 colio, 1920 x 1080 ekranas, Qualcomm 660 aštuonių branduolių procesorius, 4 GB RAM, 64 GB blykstė, projektuojamas talpinis 10 lietimų, skaidrus, Wi-Fi, Ethernet, Bluetooth 5.0, 8MP kamera, suderinama su EloView, Juodas",1406.99,Elo,800 x 1280,"11""","11"" - 11,9",IPS,,128 128,"0,524 1.205",
887,888,"Planšetė Blackview Tab 16 Pro 8/256GB, 11-inch FHD+ 1200x1920 IPS, Octa-core 2GHz, 8MP Front/13MP Back Camera, Baterija 7700mAh, 18W wired charging, USB Type-C, Android 14, SD card slot, Violetinė",219.99,Blackview,1280 x 800,"10,1""","10"" - 10,9",IPS,,64 64,"0,533 1.09",
888,889,BOSTO Graphic Planšetė BT-12HDK (1920x1080),219.99,Bosto,,,11.0,,,64,,
889,890,BOSTO Graphic Planšetė BT-16HDT,439.99,Bosto,,,,,,,,
890,891,"Planšetė Microsoft Surface Pro 10 Commercial (juodas, Windows 11 Pro, 256 GB SSD, 16 GB RAM, Intel® Core? Ultra 7)",1749.99,Microsoft,,,,,,,,
891,892,"Planšetė Xiaomi Redmi Pad SE 11"" planšetinis kompiuteris 128 GB Violetinė",229.99,Xiaomi,,,,,,,,
892,893,Planšetė Samsung Tab S9 FE 128 GB WiFi DE sidabrinis,659.99,Samsung,,,,,,,,
893,894,"OUKITEL OT11 4G Planšetė 4Gb/128Gb, Pilkas",175.99,Oukitel,1280x800,"11.0""",,IPS LCD,,256 GB,"0,65 kg 0,535 kg 0,65 kg",
894,895,"OUKITEL OT6 Planšetė Wi-Fi 4Gb/64Gb, Pilkas",105.99,Oukitel,1280 x 800,"10,1""","10"" - 10,9",IPS,,64 64,"0,533 1.243",
895,896,Planšetė Samsung GALAXY Tab A9+,299.99,Samsung,,,,,,,0.000000000,
896,897,Planšetė Xiaomi Redmi Pad SE 8.7 4G Graphite Gray 4/64 GB,295.99,Xiaomi,,,10.1,,,,,
897,898,"Teclast Planšetė Teclast P50 Planšetė 11"" 6/128 GB WIFI (mėlyna)",195.99,Teclast,,,,,,,,
898,899,Planšetė Umax UMAX VisionBook 10A 3G,105.99,Umax,,,,,,,,
899,900,Honor Pad 8 12.0 6/128GB WiFi tablet - Mėlyna,199.99,Honor,,,,,,,0.654,
900,901,"OUKITEL OT12 4G Planšetė 4Gb/256Gb, Pilkas",189.99,Oukitel,1280 x 800,"10,1 colio 1280 x 800 IPS","10"" - 10,9",IPS,,64 64,"0,533 1.24",
901,902,"OUKITEL OT6 Kids Planšetė Wi-Fi 4Gb/64Gb, Violetinė",117.99,Oukitel,1920 x 1200,"11""","11"" - 11,9",IPS,,256 256 GB,"0,515 1.308",
902,903,Planšetė Bundle SAMSUNG 3x SM-X216B Galaxy Tab A9+ 11in 5G 4GB 64GB Gray,615.99,Samsung,,,,,,,0.0008 Kg 0.0008 0.000525 Kg,
903,904,"Planšetė Reteq Certified WINMATE VDO Tab 1 10,1""Blau Celeron/4GB/Touch/Pen/Docking W10P",275.99,Reteq Certified,,,12.3,,,,,
904,905,Planšetė Fritel BL 4270 High Efficiency Maišytuvas Sort,185.99,Fritel,1920x1200,"10.51""",10.5,IPS LCD,,256 256 GB,"0,65 kg 0,509 kg 0,65 kg",
905,906,Planšetė Nordic Office One leg elevation frame Pilkas,209.99,NORDIC,,,,,,,,
906,907,Planšetė Samsung Galaxy Tab S6 Lite (2024) DE 128GB LTE žalias,529.99,Samsung,,"14,6",14.6,Dinaminis AMOLED 2X,,512,"0,80000 718",
907,908,"OUKITEL OT6 Kids Planšetė Wi-Fi 4Gb/64Gb, Žalias",117.99,Oukitel,,,8.0,,,,0,
908,909,"OUKITEL OT8 4G Planšetė 6Gb/256Gb, Pilkas",205.99,Oukitel,,,,,,,,
909,910,"Planšetė Lenovo Tab K11e 11"" Helio G88 8/128 Keyb&Pen 4G Android",379.99,Lenovo,,,,,,,,
910,911,Planšetė Samsung X110 Galaxy Tab A9 8.7 WiFi 64GB Gray,189.99,Samsung,,,,,,,,
911,912,"Planšetė Reteq Certified Microsoft Surface Pro7 12,3""i7-1065G7/16GB/256GBSSD/TypeCov W11P",919.99,Reteq Certified,,,,,,,0.15,
912,913,"OUKITEL OKT3 4G Planšetė 8Gb/256Gb, Pilkas",219.99,Oukitel,,,,,,,,
913,914,Planšetė Hmd Global HMD T21 LTE 6GB/128GB SYST Juodas,369.99,Hmd Global,,,,,,,,
914,915,"Samsung Tab S10 Ultra 512 GB 37.1 cm (14.6"") 12 GB Android 14 Pilkas",1135.99,Samsung,,,11.0,,,128,,
915,916,Planšetė Lenovo Tab M8 (4th Gen) 3/32GB Arctic Pilkas (ZAD10011PL),126.99,Lenovo,,,11.0,,,,,
916,917,"Planšetė Zebra MC: WLAN, GUN, 2DER, 58KY, 4/32 GB, CAM, GMS, VBTR, NFC, RW",3229.99,Zebra,,,10.2,,,64,,
917,918,Planšetė Umax UMAX VisionBook 10A LTE,119.99,Umax,,,,,,,0.281,
